Actual Fair Difference
2.465841679549774e-05
2.315573001648863e-05
3.7123643830128117e-06
1.1971100193047812e-05
-4.5936355081405145e-05
-9.03508802643227e-05
-5.272580856363618e-06
-2.7638209555480575e-05
2.561994871808082e-08
-4.567411806821742e-07
-1.4891935680411139e-05
-2.31600858070502e-05
-1.1907858149862172e-05
8.259565324797435e-06
4.775539479473512e-06
-1.187003751651483e-06
2.6944635006798112e-06
1.8691241784496437e-05
6.698649265124423e-05
-5.513652884758802e-06
-5.36716953505878e-06
7.886754556013509e-06
2.800448393308619e-05
-1.5016287431612874e-05
-1.1890277471310329e-05
3.3030632396735538e-06
2.0225986789412786e-05
1.8687723213117735e-05
4.733631023545737e-06
6.297638821678442e-06
3.2300952550023965e-05
8.192264618289702e-06
6.1923906613803315e-06
3.483373785972965e-06
3.3021358951668134e-06
-4.5362769117374135e-05
2.4703460401981348e-05
5.643141499256377e-06
2.6253732300363097e-05
2.3589719922945118e-05
-1.0046561585347336e-05
2.0582261783252953e-06
-1.0199215235151549e-05
1.5097857768653355e-05
-4.134362383537149e-05
1.641791246789759e-05
8.224595256151046e-06
-5.288674456244147e-05
2.9293283608511356e-06
-2.5313284114286683e-05
1.924542132042406e-05
-2.0018435329172135e-05
5.88305750240381e-06
2.3216974173095872e-05
2.0656592167878074e-05
4.598088103743847e-05
3.8750366034401296e-05
1.7194721121743806e-05
-6.851113656225483e-06
1.022404115511022e-05
1.632083533675832e-05
-7.890295685736293e-06
4.859405832094432e-05
-1.2634611523898442e-05
5.44890038395307e-06
-2.1521701547122518e-05
-2.0183535328760493e-05
2.829464327697151e-06
6.383592194930676e-06
3.508718233707908e-06
2.5313997762066442e-05
-5.119139113440863e-06
1.866149045598453e-06
3.175258524029667e-06
5.229021239838705e-05
-4.158273809992674e-05
2.6993328069602196e-05
-4.370192972419362e-06
-1.10815903475725e-05
-2.6902429230812874e-05
3.024645126264991e-05
1.835305712710733e-06
3.467564135981038e-05
3.3375791565898316e-05
-8.855617992603593e-06
-4.304066025306863e-06
-1.5792794024915846e-05
2.728659732109673e-06
-4.817790354716411e-06
-2.4881116796687808e-05
-2.294183894449575e-05
5.551512914897527e-06
-5.520077884763053e-06
-2.760913340449367e-07
-2.7979617679391167e-05
-1.1312653140110873e-05
3.056621195790532e-06
-1.0594634301530625e-06
2.811027439542091e-06
-5.407223854198007e-06
1.4715428278577747e-05
8.558278625586668e-06
-7.205175334923375e-06
-1.9205511822689703e-05
-0.00010039658067775847
-5.4741919989775845e-06
9.814262246998773e-06
2.8765099421929063e-05
-3.498165919393892e-05
3.080452323131477e-05
2.7754193091533708e-06
-6.240556920888984e-06
3.475399571395421e-05
1.7806941479847627e-05
-1.8756301560091115e-05
-3.352679162349492e-07
1.971217189120078e-05
-1.4953386631821886e-05
-3.374553289484106e-05
6.5302499160646565e-06
-1.2479113562641198e-05
-1.1876003839672578e-05
4.782414676096636e-05
3.841505310675508e-05
-1.3591301519372267e-05
-6.2833933831552e-06
1.65682911007492e-05
-3.992686191470196e-05
4.256813241343416e-06
-2.2156543776685744e-05
1.8791496239151106e-05
-9.907011078308381e-06
-1.5052365540946244e-06
7.234409659626073e-05
9.114522198316877e-06
-3.6105071706538094e-06
1.0952358527188677e-05
-5.326357033569318e-06
3.463520345928228e-05
-7.797505567536112e-06
-6.072108483551331e-06
-3.652476186744025e-05
3.121876027994963e-06
1.990497735310237e-05
5.475367564788947e-06
1.1153207866126946e-05
6.268282950222526e-06
7.752018148232676e-06
-4.669367395793156e-06
-5.641738536887875e-05
-1.2357601833906662e-05
-1.4760720988771237e-05
-5.777181804389464e-06
1.8127929025696377e-05
1.6488779445322788e-05
1.8129007491318738e-06
-1.4523109323483219e-05
9.031901526346253e-06
1.2288505065322086e-05
-1.1219652039179406e-05
8.061491625771522e-06
-1.6126099296159824e-05
-6.522028996619467e-06
3.730316946060075e-06
2.973609961459678e-06
2.1451255626248056e-06
2.980438466870794e-05
-2.5563014034724052e-05
-9.768355356987168e-06
4.595767030740605e-06
-4.2265616707226616e-05
-2.6230982564517946e-05
1.5833419211519484e-05
-2.1332650091021588e-05
-8.874994556185012e-05
-1.1495409710432503e-05
-5.203892750577088e-06
1.3133056524811115e-05
2.463823832501988e-05
2.4268613322581123e-05
2.353529001491994e-05
-3.9760715161984983e-07
6.251982765465014e-06
8.059300704577055e-08
-7.93365101836585e-07
1.3062868916002834e-06
-5.642060103241975e-05
-9.686310173201429e-06
-1.9935678492788433e-05
-6.20228662093214e-06
-5.045163055300561e-06
-2.2070376767824307e-06
6.8730244372761096e-06
-8.281746093075082e-07
-2.7103018756524655e-06
1.3771206769069844e-05
-3.361188155082129e-05
-5.3836717060495864e-06
1.892534284891889e-05
-2.845376976612357e-05
-2.9014626200668525e-05
-1.3051242446104894e-05
3.2859601617973855e-05
2.9918206772255873e-05
1.7122282054415905e-06
1.5379741510196387e-05
1.9467182476112788e-05
1.4951043365601935e-05
-3.817731420441284e-06
-6.636692393063859e-06
2.893805305531627e-05
-4.6381177146448405e-06
-1.0393099579342202e-05
3.432003844922038e-05
-8.205632381158567e-06
4.749631080075423e-06
-7.595204963906088e-06
-2.285660236142628e-05
