Influence Fair Difference
2.4447624733700947e-05
2.5485443071829376e-05
4.3453749461445075e-06
1.3136754700026812e-05
-4.3236455199577844e-05
-8.767550347943256e-05
-3.439517180159602e-06
-2.8198819708420475e-05
9.998054261252712e-11
-6.759586029073963e-08
-1.4179014051513765e-05
-2.036205563050806e-05
-1.1962502829374904e-05
8.056705431765569e-06
4.343742289197115e-06
1.320205909998516e-06
3.146200106735148e-06
1.985412123493734e-05
6.811527296038251e-05
-5.12527839123987e-06
-5.660339327450048e-06
6.8272590437742834e-06
2.7667695459735557e-05
-1.433645040524866e-05
-1.1950985378731906e-05
3.734389870660716e-06
2.0465881755045526e-05
1.842419347478007e-05
7.75121916058073e-06
6.168677286328261e-06
3.459690286956005e-05
8.806104044122662e-06
5.952105137181413e-06
3.529776280473222e-06
3.6337988454381686e-06
-4.308057942504226e-05
2.5084399194747058e-05
6.769552400961761e-06
2.7475344788524788e-05
2.392868042905709e-05
-9.17359517865625e-06
2.462978172779782e-06
-1.035627757155427e-05
1.5198209309762833e-05
-4.0405621949060155e-05
1.602429365987118e-05
8.451219993455808e-06
-5.20773390296642e-05
4.148520856709251e-06
-2.3033612307386846e-05
1.9213110348914363e-05
-2.015478973778439e-05
6.994834927851993e-06
2.2678926818374396e-05
2.1562381949421213e-05
4.517299515119411e-05
4.079809937238937e-05
1.6924887973001416e-05
-6.430564280981501e-06
1.0631569075553345e-05
1.599998385006055e-05
-7.685364796411405e-06
4.941230387261307e-05
-1.2716815793397706e-05
6.132515119083738e-06
-2.169614808355405e-05
-1.654238436907199e-05
3.0996668430662594e-06
7.399170231386438e-06
3.2062052812428036e-06
2.5373873858212516e-05
-2.6276579016949985e-06
2.969016818381516e-06
3.4458336579737314e-06
4.783254285815917e-05
-4.034514336282468e-05
2.6861586578733275e-05
3.302135730222095e-10
-1.0685877123239195e-05
-2.718840048385531e-05
3.332034590688519e-05
2.4654779505899722e-06
3.459005519203585e-05
3.3232309069391536e-05
-8.67944493730983e-06
-4.507403150516515e-06
-1.579221667961285e-05
3.5655283702105023e-06
-2.1888746845754403e-06
-2.4893421744627283e-05
-2.315287038912026e-05
5.5579397306947225e-06
-5.7000896468325e-06
-1.260745326471975e-12
-2.6898972179247633e-05
-1.1138658572092165e-05
3.6049208126504376e-06
-2.0078412769697306e-08
2.8019813187209193e-06
-4.591385393396486e-06
1.483540777792024e-05
8.64331366737816e-06
-6.843185514768058e-06
-1.8560597343590328e-05
-9.99776471087038e-05
-5.3660914077934116e-06
1.1075601540928512e-05
2.9269538610051884e-05
-3.3328220000131695e-05
3.048027701425299e-05
3.3034434677258486e-06
-6.376354339579019e-06
3.746638229912014e-05
1.9139095096730496e-05
-1.4665576462302272e-05
3.4356679206680922e-06
2.0292366521761507e-05
-1.5389380611964923e-05
-3.3789454679890666e-05
6.872679522937618e-06
-1.2655246781920699e-05
-1.2189005450571616e-05
4.7263469299365446e-05
2.918513964676615e-05
-1.3683788552446699e-05
-3.392765408954939e-06
1.7105977796470094e-05
-3.993082221403596e-05
4.424107412688159e-06
-2.2965820917184563e-05
2.203445452496171e-05
-9.8428347731041e-06
2.9558570408112843e-06
7.247296100172615e-05
1.0364282072160333e-05
-3.945604431830611e-06
1.152728286857485e-05
-5.026480245162418e-06
3.4172958643040666e-05
-6.0582674442147035e-06
-5.803850637431264e-06
-3.3355945096786714e-05
3.5120838671851722e-06
1.9647662729846936e-05
5.294619813071587e-06
1.0889658803549278e-05
6.837199667106415e-06
8.46338046263104e-06
-4.6271509798408e-06
-5.5392213359276204e-05
-1.3270743287479954e-05
-1.5097134603791695e-05
-5.7050456674311594e-06
1.7918901678924935e-05
1.7228215098373614e-05
1.4767065325157268e-06
-1.1608386688010605e-05
8.970975065476447e-06
1.38473538448073e-05
-1.0572612618902957e-05
7.8990398015883e-06
-1.6377843836346578e-05
-6.3525412035628325e-06
3.505224588624604e-06
2.8274165415294464e-06
1.942150048140295e-06
3.317747169984807e-05
-2.447032611963514e-05
-9.452134911627153e-06
4.5166573678437595e-06
-4.188903224505096e-05
-2.613451275317429e-05
1.685690993442149e-05
-2.0900269965006502e-05
-8.564146778095768e-05
-1.1519690097888796e-05
-5.280154082464994e-06
1.3025466487114555e-05
2.032956463149789e-05
2.4139983011469236e-05
2.6660118767666595e-05
1.0839946696612057e-06
6.586107598104515e-06
3.638489144392751e-11
-3.742941455977795e-09
3.0800817041441536e-06
-5.430853237863101e-05
-9.699844937744101e-06
-2.032875552420775e-05
-5.210860675072415e-06
-5.258431246662693e-06
-1.8570391351510834e-08
7.442472610596884e-06
8.573409748621492e-12
-3.1152824425019963e-06
1.2955072607667924e-05
-3.375782338969739e-05
-5.562396494879907e-06
1.7946799461816244e-05
-2.8542275960880458e-05
-2.72987656150888e-05
-1.3123740867808814e-05
3.333826044874173e-05
3.3234932383175835e-05
2.3581351830428063e-06
1.5377388811364922e-05
1.9162208447038595e-05
1.6071830659895125e-05
-8.889441451873701e-07
-6.595644866690605e-06
2.9795918308649844e-05
-2.694826168815883e-06
-9.732572959365637e-06
3.361855847540556e-05
-8.171293776922079e-06
5.185192633702807e-06
-7.3810025535547875e-06
-2.0969304174837558e-05
1.2964114757186884e-05
-6.6408895901683935e-06
-4.44078852295832e-06
-6.778486650525277e-06
3.583197432811131e-06
-1.52528567055194e-05
-2.2092380374533918e-05
2.003444346776163e-05
1.5741800599927865e-05
-3.057466539935647e-05
-4.4097965187782445e-06
-6.894939050719401e-06
9.764054440624817e-06
-6.639769975741154e-05
-4.581586717726219e-06
4.5453400497411295e-06
4.3324948935344494e-06
-2.1566405689395543e-05
-4.743815505207081e-06
-5.068298947934669e-06
-2.0051939398179957e-05
2.5095025550261635e-06
-2.3922773692335715e-05
2.6947080096995003e-05
1.5184097259721348e-06
4.859412603844264e-05
1.1968880959173555e-05
-3.992579583950025e-05
-2.1487507361720663e-05
-2.0770339570219446e-05
6.183510121354431e-05
-2.20587537884248e-05
3.3515361993534937e-06
4.2747630121562814e-05
1.2437912912765646e-05
-9.469268123339092e-06
1.3910510492381076e-05
-2.8800456833316228e-08
-1.4121609648869433e-05
-1.1923700012492605e-05
7.170033029815494e-08
-1.1718879174817487e-05
-3.438783683509491e-07
-1.1235221233202771e-05
-2.9023759204232982e-05
3.0626789998431617e-06
-1.0002069665518656e-12
-4.726615305592253e-06
7.845019808677163e-06
-2.2402114805620922e-05
7.144394470247833e-06
2.9738955502279938e-05
-8.439730938536722e-06
1.0982468409715265e-05
6.955115794372039e-06
-1.9305200615903886e-05
1.4791315633991103e-05
-3.500822328168417e-05
4.024799661334033e-06
1.397134055503021e-05
-8.351249834688066e-09
-4.666382249289618e-06
-3.434136869916104e-05
-5.646212508883487e-07
-1.2250703022897975e-05
-7.188751772105156e-06
7.4378357161790345e-06
-1.1397522806278246e-05
-3.3004776827072894e-05
-2.7752316580691442e-05
8.714024505277126e-06
-8.330667325706954e-09
9.027113035571651e-05
4.16472190689871e-06
3.1470375853254817e-06
2.594431565542233e-05
-4.7019614587415805e-06
-1.1055410355428067e-05
-7.001388466853229e-06
2.2127122173882055e-05
3.231011392187991e-05
5.198626576203539e-06
-8.038634797955935e-06
2.3375823394150655e-05
