Actual Robust Difference
0.9636226403090404
-0.8560782362583268
-0.06905145731980156
-0.300379085181703
-0.8121706400943367
-1.7326340335184796
-0.04409320221020607
0.7227259426126693
-1.35834143293323e-05
-0.006912741948326584
0.4206605096151179
0.5745894913798111
-0.1670547497815278
-0.14842218058765866
-0.120920050650966
-0.023906652815639973
-0.06796941007996793
-0.48535839928808855
1.254949611153279
0.2623729811039084
-0.05732362986782391
-0.18505735232974985
-0.8608068257526611
-0.14419857237407996
0.4401366487254563
-0.07183171893848339
-0.43474464504470234
-0.4167932621021464
-0.1294823789030488
-0.1415400084497378
-1.2691862858264358
-0.6147654341148154
-0.1633945686644438
-0.08058740210617543
-0.0936820587648981
-0.5317514456492063
-0.5803593735145114
-0.2093415989402274
-0.9168251224564301
-0.8567968915158417
-0.11091550763012492
-0.03936484243240557
0.38139839480936644
-0.41720512012034305
-0.7745340895162371
-0.34406609870347893
-0.14730785112078593
-0.9218286083960265
0.09108478282723809
0.6941836142032116
-0.5940602524278802
0.5374757548852358
-0.16349580124006025
-0.5551758646361122
-0.5522613392458879
4.8494275373213895
1.4066047920514393
-0.39602957820898155
0.3264820975236944
-0.1911277942781453
-0.3459990467126772
-0.08832250460181967
0.754906494568786
0.5352315043019189
-0.140603307985657
-0.266233787739111
0.5477671681146603
-0.06547754883285961
-0.6530720245355042
-0.07122303479081893
-0.6366205915328464
-0.028232643926457968
-0.09260917631399934
-0.05611877867340809
-0.8134585195020918
-0.5505975431697152
-0.6938825795805315
-5.1491115300450474e-05
-0.14506508365775517
0.6370956241371459
-1.4520021885819006
-0.05195629487934639
1.0820980696262268
-0.8012985969817237
-0.086983466262609
-0.044431463846194674
0.521372202096245
-0.06251054301537806
0.12383538779249648
0.6486879524854885
-0.31542274612183974
-0.14572447932005161
0.2707553798591107
-4.99841189594008e-06
-0.38531742671329994
-0.09949564621274476
-0.05571036733817891
-0.00375381145204301
-0.057979626071755774
-0.0445907828725467
-0.33336558447626885
-0.27545552547053376
