index,weight,util_infl,fair_infl,robust_infl
29178,0.0,0.5904322612526847,0.001650026337054296,10.332818470952034
19996,0.0,0.8522685924903397,0.0015552384857591651,16.81983679833534
2047,0.0,0.1772956523402512,0.0014788978450670394,25.290739971161997
7371,0.0,0.19425958480437377,0.0014110664289025212,-3.126248614591205
18599,0.0,-0.010759715595308528,0.0013469866988481242,-0.2876946399989748
26913,0.0,0.49281506126539787,0.001345077414183683,23.293286009260793
2178,0.0,-0.33144774737074156,0.0013269177312641826,-15.992632340738403
16134,0.0,-0.03212738623123379,0.0013129065139923788,-14.329464042570557
1639,0.0,0.17183411665455794,0.0012931761047185232,-20.833197825037544
24718,0.0,0.3064535981181378,0.0012689468917214566,-5.588360617751107
13218,0.0,0.08399193564170093,0.0012035290086574151,-43.55312093429073
8912,0.0,0.8923541064608882,0.001192269731739871,3.6265308812603223
14599,0.0,0.3500278243872802,0.0011804091104769855,-41.62535775233337
6441,0.0,0.1159953837716689,0.0011649193817918314,-9.228853502250953
7491,0.0,0.3181708255761534,0.0011407532095146253,28.697662298901534
9092,0.0,0.2349582830933739,0.0011373127397736854,-50.58654104117949
17239,0.0,0.004687402650208089,0.0011240111183297822,-15.438861415716257
3412,0.0,0.4283934367282911,0.001088500069726036,-11.032064091776164
23465,0.0,0.032743494448106786,0.001081970239241663,-16.510300260818447
9790,0.0,0.26855330452240617,0.0010685566034400924,4.161393329776832
29747,0.0,0.056811128941396394,0.00106828323073002,-44.49862346907844
26818,0.0,0.019737025849033113,0.0010654325291276033,-20.628765371354547
2499,0.0,0.06989435717784254,0.001058539273512395,-9.652254180135834
3207,0.0,0.03289047059721728,0.0010450954950266523,-26.652662627266317
4927,0.0,0.10793745422968454,0.0010439374354359742,0.06995551568025604
26112,0.0,-0.13850360580555493,0.0010290263540845132,-82.57297550375633
19874,0.0,0.07092503719146598,0.0010277953734267493,-8.10712406135568
20907,0.0,0.18397215559581792,0.0010245341812018497,-32.14150435640384
8465,0.0,0.06825939949570772,0.0010224312958613834,-13.595829716162779
6872,0.0,0.06417070716295734,0.0010161914253204926,-0.3164312671587659
363,0.0,0.07032111413205994,0.0010121967967141874,-13.01148568895752
18790,0.0,-0.08707238823456248,0.0010066585776767787,11.263992968150838
19576,0.0,0.6322861457996818,0.000994442249296059,18.82017349024963
16545,0.0,-0.25694445288498463,0.000971331727786087,8.360043600582927
4848,0.0,-0.049587498189820084,0.000963307621421413,5.087020345876123
5453,0.0,0.0654388293048325,0.0009622350576545315,-20.476827095763802
21255,0.0,0.1577867215332868,0.0009577433197745365,-15.94812888443552
2380,0.0,0.009684316028109763,0.0009535353003474994,-15.462796670029391
27111,0.0,-0.169441507805912,0.0009452223921185313,-6.544381212079173
20330,0.0,0.05832619749732523,0.0009358310054857953,-10.102458685818338
10990,0.0,-0.14904535880015612,0.0009343741798776087,-8.535059684905988
23790,0.0,0.062659518189049,0.000934251534515511,-14.99188193142114
18659,0.0,0.04438413066421365,0.0009342129144398853,-15.059584675239861
23549,0.0,0.0407075895768412,0.0009325050526665362,-17.352315362895126
5448,0.0,-0.06761275715107506,0.0009296632696847226,-26.319280640476734
14605,0.0,0.04619596979504492,0.000921760783278908,-28.773798823896342
21294,0.0,-0.046618289218587905,0.0009215019867166779,-19.586864328175288
28015,0.0,-0.03304996919587566,0.0009010804979989598,-17.63371184016293
27677,0.0,-0.08670592804895169,0.0008938882139368612,-6.613435946865403
26137,0.0,0.035851617229430394,0.0008871619434156364,-1.631779298980831
16420,0.0,0.031031640623559453,0.0008852560582541812,-13.31246937214788
29107,0.0,0.10597441239171979,0.0008813216318424992,17.778515612217333
27653,0.0,0.22841894207402036,0.000868472917908807,-21.029174075246516
11872,0.0,0.049573183168875296,0.0008636062521411692,-12.403330698543893
22645,0.0,0.010708286708903475,0.000856041553924712,0.024702930769699094
16130,0.0,0.07891341649554509,0.0008549132617565121,-6.165209050907109
5698,0.0,-0.13193842569873412,0.0008527850024153129,-10.027970619892702
25957,0.0,-0.1430457828262236,0.0008496337605424469,-104.25188661894504
27208,0.0,-0.09074991564852197,0.0008494721886537623,-5.806296227957496
14222,0.0,0.029445494032084907,0.0008423834440737752,-13.14438759493639
29204,0.0,0.10301992167933305,0.0008406626493838558,-19.64441291182507
19699,0.0,0.06859224638909128,0.0008386216517246199,1.0647292704997255
13683,0.0,0.21163630988327803,0.0008295120538425957,-14.391482431202235
17186,0.0,-0.13253865241852947,0.0008290351359149973,-2.332859024055338
1510,0.0,-0.08263241069772564,0.0008284314141043038,2.5761913520001762
26048,0.0,0.01778720618908304,0.000824081223567122,-2.374304455761024
20539,0.0,0.16643738364276445,0.0008228964895934418,-17.515168275085124
17105,0.0,0.1261924917737473,0.0008212508290636061,-8.489967653358612
701,0.0,0.025869572739716462,0.0008154576919112662,-0.8658453994642414
13336,0.0,-0.18999902465174642,0.000814960102923338,4.071060041233913
19472,0.0,0.011997455464076767,0.0008112504748887064,2.5586190706213667
2386,0.0,-0.016635063658399285,0.000811249398273241,-3.4369371281628602
8219,0.0,0.0508360102239101,0.000805991107488001,-10.261474784132787
15920,0.0,-0.09299310170263722,0.0008049392167698972,-5.062594934930427
8088,0.0,0.03449057383740162,0.0008030826506791483,13.922892779796797
22890,0.0,0.0439708336236056,0.0008023649221246976,-2.747348418148597
5098,0.0,-0.09771896214280418,0.0008020370947781657,8.12280192629946
17108,0.0,-0.19578623088863434,0.0008014225668556026,-1.2856673257261235
15510,0.0,0.09551434657302138,0.0008007720017244825,-20.218402125538425
3194,0.0,0.005695581782197201,0.000800714645570931,-11.485267157676176
12245,0.0,0.2887673668412823,0.0008005826240592684,14.307540791878429
20512,0.0,0.07452846183623857,0.0007976360938412777,-12.390071263629231
28259,0.0,-0.08023083804473671,0.000795490490884222,-5.930684522440071
7712,0.0,-0.037357924581891994,0.0007941961140481381,-22.29136988724859
9583,0.0,0.012395776085061067,0.0007929730635491498,1.8049049513111726
29073,0.0,0.1296906588335146,0.0007882996581134595,-25.804533509110627
3062,0.0,0.03528725311898423,0.0007842294229796438,-6.004651423293252
18779,0.0,0.10678263514381242,0.0007774408365488671,-16.808195792911576
26874,0.0,0.07632059830431157,0.000772325960933085,-8.021106163734295
25858,0.0,0.010513974337875695,0.0007709978634968294,-8.059368637951046
29761,0.0,-0.24031150963684073,0.0007698445302509904,-24.398712315989556
10368,0.0,-0.12210002754661944,0.0007675589607787248,-17.321313891845403
27482,0.0,-0.015881582590490606,0.00076085349947592,-22.072239858329937
11234,0.0,-0.020175299303841793,0.0007596909931874668,-14.045022848134337
29718,0.0,0.07724514452169662,0.0007588213430132988,-0.7415452286289259
401,0.0,-0.12435190174326968,0.000758273031778829,7.0723205869980035
1012,0.0,-0.023262955196051593,0.000756789627466779,-11.71919431820399
10334,0.0,0.21090664216742816,0.0007510578552044852,-19.88759146108154
20463,0.0,0.10329440985447623,0.0007504326347801138,-26.363389062423607
12912,0.0,0.017216876064845232,0.000750284855371103,-6.660506261259183
8286,0.0,0.13755907494081038,0.000750273008441922,-12.463005027628562
6801,0.0,-0.01966416888394984,0.0007501860978829164,-10.565167279868788
13923,0.0,0.10398145683874715,0.0007489253053674034,-6.902349863041913
9125,0.0,-0.07562497634921722,0.0007475567247874944,-2.628903502338133
2984,0.0,0.026426250599396628,0.0007463297715195082,8.963092709677639
8149,0.0,0.08315937175375404,0.0007462472929775548,-0.33053445294557093
19851,0.0,0.271856456100547,0.0007428135164957044,-13.952260865712915
1778,0.0,0.07975150608760945,0.0007421384860749995,-28.39359811513954
11408,0.0,0.3120816257990999,0.00074128947333343,-17.938000868189647
5790,0.0,-0.6475047518154229,0.0007347419269327015,2.8914220164997175
2765,0.0,-0.14191418813646034,0.0007341098164574061,-17.969533329859487
18809,0.0,-0.09465865964582693,0.0007320225641183536,-5.4527754913263635
2867,0.0,0.05038479583785656,0.0007294807300230148,-7.44262759077834
2129,0.0,0.23785651191415863,0.0007291892894563278,-16.84932340998804
9884,0.0,0.02361765557322068,0.0007235702053379551,-6.969069352948598
26766,0.0,0.09797896573690748,0.0007232549054123124,-16.990919823460413
17248,0.0,0.17175816241973735,0.0007224070516859562,-20.453288463636426
10358,0.0,0.05926031042043467,0.0007208001405303998,-4.340337103681129
14068,0.0,0.10637521651826135,0.0007191024014478065,-8.860205455454519
18040,0.0,-0.0102200482161445,0.0007117232710985683,-2.841143747985459
12999,0.0,0.013357183654067808,0.0007112743631548998,-8.262994803829482
3298,0.0,-0.1472952483906598,0.0007107189318860864,-14.000242457452352
7343,0.0,0.08740583599154211,0.0007106144282200425,10.289869523239027
1629,0.0,0.039970692212917824,0.000709306637518439,-6.089068390995074
