Actual Fair Difference
9.783881540603723e-06
6.007268764662843e-05
5.4318040926260025e-06
2.1940255668373432e-05
-0.0003906161184427104
-0.0005890620813111536
-1.5151120955292363e-05
-8.955358213724729e-05
4.7830295279993607e-11
-3.360997623547135e-07
-4.1864839362970585e-05
-3.4315819475772e-05
-2.4317403276241656e-05
2.1541913877487495e-05
1.102428970645164e-05
3.7011281796006656e-06
5.251081698243176e-06
5.373910206862842e-05
0.0001921992697787589
-7.72405016113975e-06
-1.2594118410258481e-05
2.1707977682305923e-05
3.648263270450425e-05
-3.272145379029645e-05
-2.0292360127793785e-05
1.0911307367300616e-05
3.580741501796325e-05
5.1977800893499015e-05
1.2104614541375014e-05
2.0505619988786528e-05
5.192161172606902e-05
-0.0001247084033263457
2.209531262975517e-05
2.9255336508882124e-06
6.08983436267696e-06
-0.0002724691808030366
7.451877283926045e-05
1.4781434767630053e-05
4.4279805930802496e-05
7.271008531872791e-05
-2.4527564320808715e-05
3.045790779920843e-06
-2.0561933520069076e-05
3.343497159280506e-05
-0.00011840604601154325
2.2651907923054715e-05
1.0388790204096665e-05
-0.00028027381531958717
3.947639225843069e-06
-2.1278521695311525e-05
2.189530673990525e-05
-5.934796686091204e-05
1.513391602159242e-05
9.076335086055654e-05
8.263208568914937e-05
0.00023947103415411508
0.00017806467370762302
4.7886880803260645e-05
-9.563557879066487e-06
1.5480050433502868e-05
4.936874302285954e-05
-1.8818977531087633e-05
0.0003081041005644769
-2.5235765331310667e-05
1.2431545288293933e-05
-5.902302678950644e-05
-5.350359436240293e-05
5.938579474840111e-07
-0.0002113008946511563
1.2509925747972162e-05
0.00010221177698921391
-4.3764686105118855e-06
8.652524021379726e-06
8.34992358311748e-06
0.00015703683225620768
-0.00022594686688059973
8.815095289138597e-05
4.3105086167116724e-10
-2.011566003734533e-05
-6.892863226937163e-05
4.485730448278158e-05
4.066486996801011e-06
0.00012547320779021653
7.668281141892663e-05
-2.2804769380657675e-05
-1.1873196397838015e-05
-2.7417807725083065e-05
6.822502007786113e-07
-2.4305322186002343e-06
-7.865572454435199e-05
-0.00011066441939988625
2.746108679996251e-05
-6.364993664575991e-06
7.532824364275825e-10
-9.39581564286529e-05
-2.3085205727690905e-05
5.258825525822353e-06
-1.423619723217584e-07
3.8527571634139335e-06
-1.105049898464383e-05
3.7342844069976344e-05
1.9553065912947254e-05
-2.4348133462748223e-05
-0.00011381625385786798
-0.0005178187885640506
-1.2982671134142976e-05
2.0801690201022183e-05
6.72391957176055e-05
-8.951714930516275e-05
8.471153955169619e-05
5.2772780207988035e-06
-9.679875800250315e-06
8.484842631717449e-05
4.706855963554357e-05
3.1278730933115284e-06
1.5358768199469353e-05
0.00013581776447535443
-3.132290323015763e-05
-0.00014166621621536368
6.231846146897979e-06
-2.8129650693320407e-05
-2.5224438556903372e-05
0.0002569012920112801
8.284503036382063e-05
-3.111884443030011e-05
-1.8239521507812384e-05
5.347529400678841e-05
-0.00024453804808932667
1.346069452934362e-05
-4.339335774150577e-05
4.611218171790554e-05
-1.9954697498270058e-05
1.0519764088945394e-05
0.000237390218744582
1.3497928281425153e-05
-8.588428951239457e-06
5.353944813457634e-05
-3.054717262696016e-06
3.074171994277286e-05
-1.600130367851449e-05
-1.3112017803740272e-05
-0.00010197150415292011
1.014839315061078e-05
5.563451616852344e-05
2.7963348958603973e-07
8.211972442051518e-07
1.1323538529506294e-05
1.3395321969422724e-05
-6.7227576469042205e-06
-0.00017731863184278218
-6.382098418478144e-05
-3.767914654495552e-05
-1.1096481754679921e-05
3.9027204369435076e-05
1.0540938909953113e-05
2.3673361297937845e-06
-3.0212142618890603e-05
2.4257708244546095e-05
2.4254534389922533e-05
-2.4866730377492985e-05
1.2028684195364292e-06
3.0556986120311436e-06
-1.9820576413476232e-05
1.1211856197457237e-05
3.773082192570776e-06
9.20729692610589e-06
5.8819540440846474e-05
-6.202589099102429e-05
-2.463174362610232e-05
4.726122835085889e-06
-9.717622392513281e-05
-9.560426678068001e-05
7.246443341113462e-05
-6.275044508685657e-05
-0.0005881759006899356
3.8407986496791224e-06
-1.648120695307842e-05
2.8063167485603557e-05
3.807459956106651e-05
6.858012730803775e-05
8.089410880052217e-05
-2.9127685326479913e-05
6.32036097036881e-06
3.096745082586949e-12
1.432568225157027e-07
7.721609599053991e-06
-0.00019569378654882286
-1.9842156907312614e-05
-7.2838192000102e-05
-1.3211018014103182e-05
-1.1247948685011444e-05
-1.684422598069446e-07
1.1552564911365693e-05
5.92534910026643e-11
-6.578048368566236e-06
3.720391146311286e-05
-0.00010350773362821641
-1.6271415898438946e-05
4.258583955363271e-05
-5.195217855580303e-05
-1.9913956385342324e-05
-3.1114493108108654e-05
0.00012843122429018194
5.0664588990279036e-05
2.5255569293669566e-06
3.3236947052039945e-05
3.13627740344824e-05
6.340481397137943e-05
-3.7488280832942422e-06
-1.0800447743930519e-05
9.296916770862307e-05
-2.249649906249651e-06
-2.454706127053008e-05
2.782943011292449e-05
-1.4954293122926288e-05
1.0112576819376606e-05
-9.621637113155224e-06
-4.211916819285566e-05
3.8841861274785394e-05
-2.1531961003629085e-05
-2.9858136288973824e-05
-1.0095693526168681e-05
1.0134274879169958e-05
-2.514470055303697e-05
-0.00011949822920864772
4.383221786175007e-05
7.156481194536823e-06
-0.00010741518593226917
