Influence Fair Difference
9.570417027480782e-06
5.995158950373209e-05
5.428380928103471e-06
2.186108480667708e-05
-0.0003828905937395178
-0.0005888587602711089
-1.5094519653170537e-05
-8.943222283862134e-05
4.814204430223317e-11
-3.3616941478886885e-07
-4.17973614611441e-05
-3.358496491727232e-05
-2.430372022886689e-05
2.1501640379506373e-05
1.0967798202488632e-05
3.699940726935856e-06
5.246562498770692e-06
5.356503717427152e-05
0.00019147832776260644
-7.710612909309976e-06
-1.2585265919110002e-05
2.1596581998651012e-05
3.633830408010961e-05
-3.267875875962469e-05
-2.0256147009909096e-05
1.0907611446061298e-05
3.5732710146397764e-05
5.195869522308976e-05
1.2077950572448247e-05
2.048444153515541e-05
5.1750103895622477e-05
-0.00012401701495903559
2.204048261423541e-05
2.905558480088438e-06
6.086164918836856e-06
-0.00026193729199518585
7.429026265355717e-05
1.4731631342758761e-05
4.420434484196493e-05
7.252709562435948e-05
-2.450518932055724e-05
3.0447725504865686e-06
-2.0525254795611277e-05
3.340195303723688e-05
-0.00011819598550277086
2.2562008158514498e-05
1.037394487355263e-05
-0.0002761720549147202
4.004747932542085e-06
-2.1240511753048155e-05
2.184316802109775e-05
-5.9243931096863525e-05
1.5051126167415362e-05
8.874808229295831e-05
8.254225597013971e-05
0.00023931753001338972
0.00017797931122626976
4.785198012770039e-05
-9.543672870631314e-06
1.5442885581293555e-05
4.9351478259980666e-05
-1.881146271975488e-05
0.00030741006315227045
-2.5191403520219798e-05
1.2420960546786743e-05
-5.886522640797058e-05
-5.340549435537184e-05
5.925956856934855e-07
-0.0002098556531222187
1.2492022495713452e-05
0.00010195168832873955
-4.374833585318196e-06
8.637145536694458e-06
8.346634802516342e-06
0.00015463585405414056
-0.0002256285042555627
8.807409920852625e-05
-1.912904136661207e-10
-2.009970185197996e-05
-6.870465355351598e-05
4.473952340051751e-05
4.061078939831685e-06
0.00012436835726344292
7.650273591518824e-05
-2.2792927720672386e-05
-1.1868212531408073e-05
-2.73253300304204e-05
6.819722911663148e-07
-2.428161877405592e-06
-7.859249240234596e-05
-0.00010923264182422368
2.741624360464732e-05
-6.360890228276428e-06
-1.3125892618462154e-11
-9.37982962150492e-05
-2.306462834513935e-05
5.25749682477439e-06
-1.4243412714494325e-07
3.849429360001093e-06
-1.1046877737062692e-05
3.729547573859111e-05
1.94655055800399e-05
-2.4297360581403272e-05
-0.00011190211241776395
-0.0005182706848519545
-1.2977390122632195e-05
2.0711226947767005e-05
6.713049654535067e-05
-8.927370735718456e-05
8.463214558702314e-05
5.275968921234929e-06
-9.67718314195993e-06
8.478907112863903e-05
4.623587776016872e-05
3.073887003036881e-06
1.5348113666150822e-05
0.00013564786324190986
-3.1288939952667434e-05
-0.00014137539182537852
6.227609374567409e-06
-2.809662519133068e-05
-2.520152874853039e-05
0.0002567735681081741
8.27834024321869e-05
-3.1054726997769145e-05
-1.7721257677572658e-05
5.342490264598998e-05
-0.00024403556725139966
1.3453494951345728e-05
-4.3222127210964894e-05
4.603143048357764e-05
-1.994556611976982e-05
1.050534446234031e-05
0.00023659012115155977
1.3391714378960942e-05
-8.584554695354412e-06
5.3470152901896454e-05
-3.05387243027764e-06
3.061521522048616e-05
-1.5970057596805842e-05
-1.310906998351745e-05
-0.00010118737268987993
1.014514461030379e-05
5.561392225580652e-05
2.810288454183173e-07
7.626552221547651e-07
1.1316199308183498e-05
1.3225379662254791e-05
-6.720716541146452e-06
-0.00017584015984610976
-6.324912113688952e-05
-3.761111519929145e-05
-1.1078171734230565e-05
3.8883149637197083e-05
1.0299298708978079e-05
2.366116477031499e-06
-3.0149005360075223e-05
2.4212738473135826e-05
2.4166764550849322e-05
-2.4833988051117907e-05
1.2020637663724996e-06
2.990957143077436e-06
-1.978642679943908e-05
1.1205513008502758e-05
3.771005066153643e-06
9.204345158328622e-06
5.873973623636326e-05
-6.190737532316547e-05
-2.4621066093512648e-05
4.722463765141354e-06
-9.616755503982531e-05
-9.539387970730047e-05
