util_influence,fair_influence
-0.018298902982059148,-0.00010571038914621256
0.009388565060161173,-3.465011712540236e-05
-0.00490283036576687,0.0008888724935596646
0.04132868318435766,0.0007194716225950626
-0.012292772624772836,-2.5320801482948367e-05
0.22635587575959473,0.0009537871557048817
0.006367663936447428,-0.0006349247648085141
0.4055462996254686,-0.0006148665685137417
0.19445202659786054,-0.0020312711500096105
-0.19659759851424827,0.0003783648571947085
-0.04934394119864689,-0.0003453655248751799
-2.3017966073916925,0.0008187473538163792
-0.07273278385934656,0.0007209933827559743
-0.002862921963097001,-0.0016583318196106154
-0.023570759494787267,0.00010471891280941891
0.0999692682143556,-0.0020978631864031093
-0.4431993571742099,0.0013187468722916816
-0.0028239355222654055,-6.04978523524767e-06
-0.08313020425851797,-0.000136653863728885
0.15346630051151844,-0.002358048771893466
-0.05845222207975592,0.0013050632585468258
-0.009439101128438133,0.00028503225444760654
-0.01248375122026829,0.0005305515268509401
0.08553533914912163,-0.0008878266486089813
-0.0477707923207173,0.0004808066726017423
0.06276773130938015,0.00039152127284698164
-0.18551526696917636,0.0011472873388577373
-0.02682400910744069,0.0001743997720133062
-0.021585455851284803,-0.00048901258778997
-0.02257083894406386,-2.385942397819912e-06
0.0007591161308025845,-0.0002679037321648218
-0.11266237686946953,0.000344883976102457
-0.10892826226324456,0.001697256711322276
0.021484240876037102,-0.0006847633247450104
-0.008530081034486091,0.0006530285690800326
0.049546073813646827,-0.0006664314919111366
0.25847725777907865,-0.0008286552755667467
-0.003133716690059243,0.0006665767919651989
0.009444010557838783,-4.6910722541049686e-05
-0.11651074468401758,-0.00028007859513820625
-0.040275112468530654,1.2142364786606497e-05
-0.07633942418456426,-7.196745523717957e-05
0.12407744554709768,0.0009938379696653751
-0.022279575244859563,0.00010276457712747529
-0.04505876939935464,-2.8186704912100338e-05
-0.0718638565826569,0.0003877903175952793
-4.3877008172206185e-05,-0.0006488261090233971
0.09851405386278209,-0.0017494544327379285
-0.07885393718087129,0.0012659726881510522
-0.03230979121853456,-0.0002843203482461746
-0.041320471878879036,-1.841461735841528e-05
0.0037845806848744515,0.0005873437234707272
-0.02069514734413334,0.00020440487672459368
-0.0044338705206071576,0.00040713158543833846
-0.012429756877248234,8.219075628254344e-05
-0.0004848340548659107,0.0003252162455279405
0.01145765834860233,-0.0010178178533803775
0.05413140554251259,9.723750511209893e-05
-0.007845311992313088,-0.0006827806905704495
0.017033830807459977,0.0008490232089396569
-0.12793147326018112,-0.0003939121290473163
-0.04154961467421133,0.0010919297967016347
0.002447486445188044,-0.0003345578355850892
0.018814349659446117,-0.00020368227609812993
-0.031191817487010106,-7.182720512095258e-06
-0.03507355891386674,-0.0010099926118205366
0.03679676382343168,0.0026375782348638803
-0.015070396334042143,0.00073796594492282
0.02327343685763766,0.000477706917568204
0.10277844329727036,-4.968215344760502e-05
0.005638921895295123,0.00047816127584068846
-0.006626774477067443,2.086788359385159e-06
-0.03271444093874368,-0.00028430820921547886
-0.023539560725528857,0.0003058467543114702
-0.008200594386512751,0.00011786689097750861
-0.2946529982056496,0.0018928864119575185
-0.011430099512161949,-0.00025171295231942435
-0.020019672912616075,-0.0010015829605622799
0.006267699723561881,-0.0018440929389634973
-0.07842149860071666,-0.001172275654603763
-0.012810529195253648,0.0001483027401345641
0.14858420432894143,8.406061597189441e-05
-0.09772410314985683,-0.0014009205709258976
-0.00101006518717674,-0.0006058371204736303
-0.023387091217409735,-0.00031542058532262713
-0.08242131964900523,0.001109801150036949
0.04317216408481508,0.0008642411020860557
-0.109171368367933,0.00024319968447576937
-0.04991958860110353,0.0007942339151172858
0.10031689549693999,-0.0013147216534346317
0.02034156415657922,-0.00039714019887507714
-0.029654162712114168,6.420675895346529e-05
-0.03969518835718404,8.187366241660453e-05
0.014784052041913407,-0.0003139068604697933
