Index,Actual Fair Difference,Influence Fair Difference
6079,-1.1710618883664647e-05,-1.1700487800307224e-05
6080,1.6222884745648036e-05,1.584375946681382e-05
6081,6.887704851299414e-06,6.762424693767903e-06
6082,-7.722764747247757e-05,-7.7079837347044e-05
6083,2.744770993823309e-09,-1.3044947338040498e-08
6084,-6.400087163016543e-08,-7.460026127886203e-08
6085,-1.3029667517705512e-05,-1.293780317704977e-05
6086,-2.0354918181086923e-05,-1.9974142938210126e-05
6087,1.92093761681722e-05,1.917058029114952e-05
6088,6.962010018068954e-06,6.905239660416769e-06
6089,-4.778977456820765e-07,-5.028006214893851e-07
6090,-6.501233867259315e-05,-6.493031218589393e-05
6091,-5.207757414693592e-06,-5.200547146003146e-06
6092,2.9744967100509e-08,-6.714974852621444e-10
6093,-1.140093935758646e-06,-1.161224758440392e-06
6094,6.6017275475172e-06,6.496088446695753e-06
6095,-5.971733429543935e-05,-5.9525846065210225e-05
6096,-1.2828071912523997e-05,-1.2814768752084617e-05
6097,-1.8355698542166232e-05,-1.811886625911211e-05
6098,4.014435842009112e-05,3.987043650859616e-05
6099,-4.7103084691968444e-05,-4.680072738144181e-05
6100,5.146082014961806e-07,4.984098918221494e-07
6101,4.766943485345898e-05,4.7320815430764714e-05
6102,6.729644097391851e-05,6.674657114131663e-05
6103,-2.594329312544108e-06,-2.5910601206600625e-06
6104,5.262198066180446e-08,4.618854382188699e-08
6105,-3.668021581157421e-05,-3.6337718690104385e-05
6106,9.872895405410587e-06,9.791979978296091e-06
6107,2.712343094568581e-08,2.2530711441351598e-08
6108,6.326352098851018e-07,6.231030337560337e-07
6109,1.7726535606055194e-07,1.6391768274507073e-07
6110,-1.610382558381307e-05,-1.5978088544423182e-05
6111,-4.9035246307838065e-08,-6.755444717196281e-08
6112,2.8626088291405782e-05,2.8281992952419505e-05
6113,1.3807858367936854e-05,1.3697440816338106e-05
6114,2.1016585829314316e-05,2.097030090083855e-05
6115,-5.4209121802539784e-08,-7.350559185641341e-08
6116,4.4799448872812064e-09,-4.1789117825578005e-09
6117,8.874086444449203e-05,8.733364095561873e-05
6118,1.2425449765041119e-05,1.2324335942812118e-05
6119,-3.243478393777366e-05,-3.233205930634122e-05
6120,-6.759890483459818e-06,-6.668495362878856e-06
6121,-2.48303943872763e-06,-2.4762767550741433e-06
6122,-8.69639270495437e-06,-8.687295982599878e-06
6123,-3.651610165597563e-05,-3.5969906479470385e-05
6124,4.5052292938996263e-05,4.4750196359402015e-05
6125,6.977909701166851e-07,6.762437521468675e-07
6126,7.465718528221199e-06,7.386586816973583e-06
6127,1.4840400068216741e-05,1.4781245331097739e-05
6128,-1.7856360388229797e-05,-1.7795004117905014e-05
6129,2.800116064760605e-05,2.7631349891544408e-05
6130,1.3734465065251555e-08,-3.507802404405043e-08
6131,-1.2453264332357161e-05,-1.2416112700113191e-05
6132,-2.2731602840830867e-05,-2.2082216889874614e-05
6133,8.551286825547733e-05,8.486579532362142e-05
6134,-1.740243958919807e-05,-1.7355728227743704e-05
6135,1.1242476317951944e-06,1.121942903143983e-06
6136,-3.264101873914904e-05,-3.230617502755888e-05
6137,-3.115671909359463e-08,-4.8332356497966573e-08
6138,-1.5621612320382283e-07,-1.7767612146452335e-07
6139,-0.00013565702086756892,-0.00013439168928963346
6140,-5.9283240813889915e-06,-5.93699283738183e-06
6141,-2.807724442821513e-05,-2.7955488243113168e-05
6142,4.0461404726688244e-08,3.110894309110253e-08
6143,4.410758966899575e-06,4.3776659980213886e-06
6144,1.9273819130583014e-05,1.9138795187663402e-05
6145,-2.1171838843203616e-07,-2.37832744593311e-07
6146,1.5389923979647335e-06,1.5056184142699258e-06
6147,-9.820967507401246e-06,-9.797440092621262e-06
6148,3.4217461777619196e-05,3.4153045610096425e-05
6149,-7.5555018523854045e-06,-7.537149055499334e-06
6150,-1.584455451009159e-06,-1.5958115976469285e-06
6151,-4.240676101663343e-07,-4.3994586790420223e-07
6152,-1.5885993667336118e-05,-1.5861233890068418e-05
6153,-1.3210513719663641e-05,-1.3187879742852938e-05
6154,-1.0444884194910076e-05,-1.0352927134733514e-05
6155,7.895136246660606e-06,7.867795711892556e-06
6156,3.152886655782838e-05,3.117216586740456e-05
6157,-1.4583064702200499e-06,-1.4596186805294358e-06
6158,2.97833004925252e-08,-3.1929533369741586e-09
6159,-8.039669659565263e-05,-7.934373288087745e-05
6160,5.881784903463694e-05,5.791191543406316e-05
6161,-4.932022599102304e-06,-4.910433828719953e-06
6162,5.479852200229729e-06,5.438460747656546e-06
6163,4.4420360648111945e-07,4.279348366081825e-07
6164,4.3431253879400167e-07,4.1393992362306436e-07
6165,-3.538492169830043e-07,-3.6656839970686217e-07
6166,1.0087325137603242e-05,1.0044845160024387e-05
6167,2.0152942162843246e-05,2.0055649041203164e-05
6168,6.591130198296824e-07,6.38482556633321e-07
6169,-1.41787302324059e-05,-1.404246321009851e-05
6170,-2.1649958104053013e-08,-2.7092722193793436e-08
6171,-4.493415141615387e-05,-4.477814946972099e-05
6172,8.943399896349513e-06,8.912407824228249e-06
6173,1.4864421653160154e-05,1.4801077273090343e-05
6174,2.6006634623598757e-09,-1.4204559743958943e-08
6175,4.152316957911628e-06,4.1236228906951324e-06
6176,3.315343848114827e-05,3.309398082276977e-05
6177,2.4515182172057948e-06,2.4390952081773035e-06
6178,2.577824966598641e-06,2.5572419176699096e-06
6179,2.226146165767995e-05,2.221011746807971e-05
6180,-2.677912539217342e-06,-2.6765952923928795e-06
6181,4.595268165985544e-08,3.24698275654723e-08
6182,2.4771124122358046e-05,2.470809786711386e-05
6183,7.900007398253805e-09,-8.176575051337814e-10
6184,6.303640982002756e-06,6.243235990574718e-06
6185,1.4544320606157957e-05,1.4397073047249313e-05
6186,3.515597309960983e-05,3.469263031411843e-05
6187,-1.5844619712934715e-06,-1.60580070834115e-06
6188,4.269869967044038e-06,4.2302363903999e-06
6189,-4.2459645258174916e-05,-4.225970456321355e-05
6190,-1.5503497219349072e-07,-1.7651038930400544e-07
6191,-3.722199324318609e-07,-3.826071662863037e-07
6192,6.899164886609022e-06,6.904151927501338e-06
6193,2.4714555722504805e-05,2.4445358886232433e-05
6194,-2.7097801060804727e-06,-2.7146314678087087e-06
6195,-1.3190760145276315e-07,-1.6252710532903836e-07
6196,-7.749949673674372e-08,-8.661226012646633e-08
6197,-5.0626088941213565e-05,-4.731686196225258e-05
6198,-3.898902976320895e-05,-3.8126320682137455e-05
6199,1.5374728434824902e-08,6.250085322861441e-09
6200,1.0347975020141842e-05,1.0181087023515643e-05
6201,-5.0376557581000014e-05,-4.984804730635539e-05
6202,-1.7416884252274833e-05,-1.736895270235913e-05
6203,-1.8076747876349941e-09,-1.0952845745749712e-09
6204,3.920597265505421e-06,3.8931469131626535e-06
6205,-1.1085775140085019e-05,-1.0976643141100222e-05
6206,1.2825158553553262e-05,1.2755528394298672e-05
6207,1.41565594602433e-06,1.3977731960569623e-06
6208,2.715346611836811e-06,2.685973068011243e-06
6209,3.5437081479239296e-06,3.5197671537298115e-06
6210,3.376540328126065e-05,3.342942065111876e-05
6211,-7.03617542596735e-06,-7.039689906850417e-06
6212,-2.504349511650572e-05,-2.476816985997686e-05
6213,-2.9692269920389425e-05,-2.9492520251577734e-05
6214,3.828968811597777e-06,3.8043910862156148e-06
6215,-7.763072187028097e-07,-8.140585644370048e-07
6216,1.7446410850940897e-05,1.7289010024552508e-05
6217,-2.5589128764269553e-06,-2.5732441568067157e-06
6218,-2.986723912884459e-06,-2.9894346295474898e-06
6219,3.2754139557555906e-06,3.246331997011028e-06
6220,4.192473544895048e-05,4.1455837112360044e-05
6221,-3.243976144151617e-05,-3.2384287068022525e-05
6222,0.00018784933770588097,0.00015399458598615735
6223,-7.557544382252868e-07,-7.624065502060951e-07
6224,-1.721968828208298e-05,-1.7066326127135424e-05
6225,4.4386093367432267e-07,4.292611297135249e-07
6226,3.282478460767124e-05,3.271092639948685e-05
6227,-2.3937312140787093e-06,-2.4012738959668556e-06
6228,-3.2146436175745086e-05,-3.212077159933656e-05
6229,-2.147184008038927e-06,-2.1388890916679154e-06
6230,7.068087171102633e-09,-4.545434381435696e-09
6231,-1.0183249378042936e-05,-1.0195778887149583e-05
6232,1.0674682842104488e-06,1.0653355932701123e-06
6233,-1.7839448888279374e-05,-1.7734398208961028e-05
6234,2.932653762244275e-05,2.9208210363531274e-05
6235,-1.6093238580677793e-05,-1.604083780883462e-05
6236,5.092316519561546e-05,5.018226363190104e-05
6237,-1.519952446443762e-05,-1.5080026446455573e-05
6238,-5.523371229276819e-07,-5.67769830933264e-07
6239,2.7444324347480897e-05,2.72679879847073e-05
6240,-2.9737542617619406e-05,-2.9415655508588526e-05
6241,-7.42445694049132e-06,-7.424442406740749e-06
6242,-1.5320856082412515e-06,-1.561221616529689e-06
6243,4.488149468989677e-06,4.475004864048346e-06
6244,1.19428086251816e-05,1.1893152413070452e-05
6245,1.4464157094273844e-09,-5.8749742200731635e-09
6246,2.9195496609180083e-07,2.4421467012798386e-07
6247,1.006931660274546e-07,8.798325751700393e-08
6248,5.345982590665432e-06,5.316500334943869e-06
6249,2.775022893253265e-06,2.752678380294e-06
6250,8.33608674449815e-07,8.053572278355869e-07
6251,-4.883379358111561e-07,-5.056780026079094e-07
6252,-1.638340005494232e-06,-1.6531701839321268e-06
6253,2.746170804487913e-05,2.7389773768434042e-05
6254,2.5883025581430186e-05,2.581843707491631e-05
6255,4.780605085930034e-05,4.7607925569705894e-05
6256,1.507382450249839e-05,1.4921421453282484e-05
6257,-8.693389116409822e-06,-8.681430007898301e-06
6258,4.393715904271733e-06,4.323146596984356e-06
6259,-1.860401270331602e-05,-1.8436075646427257e-05
6260,5.548281278855427e-09,-7.777012211440806e-09
6261,-5.081836748077606e-06,-5.079514652653759e-06
6262,-2.1147206852312195e-06,-2.129016392074869e-06
6263,-2.554767475498876e-05,-2.5286857648733718e-05
6264,-4.052548351352048e-05,-4.007781929621876e-05
6265,1.3404054163501655e-05,1.3277445225144392e-05
6266,-4.1085033047894015e-07,-4.211728028512565e-07
6267,2.039936988773583e-08,1.3364002469808e-08
6268,-6.0128137875925525e-06,-6.027608162954194e-06
6269,-6.850759099308323e-05,-6.806628181752533e-05
6270,1.8185272895876459e-07,1.6595669870223777e-07
6271,-1.9293342643056377e-05,-1.913664523912481e-05
6272,-7.030818704373276e-06,-7.033795819398425e-06
6273,2.119408939571521e-06,2.0937224657106543e-06
6274,3.910181155131198e-05,3.891369193178099e-05
6275,4.890337400503819e-06,4.866292919542664e-06
6276,2.770451789646522e-07,2.5881084520839045e-07
6277,-9.679804612139353e-06,-9.691412706526066e-06
6278,-1.0923463379386433e-06,-1.117702339599227e-06
6279,1.4831610533061479e-06,1.465955472639269e-06
6280,-5.365745321950222e-07,-5.483346244618699e-07
6281,-2.1157390200921e-07,-2.279028571267046e-07
6282,-0.0005160949764188572,-0.0004961692705726807
6283,3.342109927695347e-08,-1.3641694919234423e-10
6284,-7.973722391807492e-06,-7.972289784305341e-06
6285,0.000276465523591618,0.00027595113819302134
6286,-4.413089472188325e-07,-4.618012137112436e-07
6287,5.676892915529308e-06,5.61606789353801e-06
6288,-3.012186231277081e-06,-3.0129409625357248e-06
6289,1.031394679384956e-07,7.939994355590029e-08
6290,-7.16597906180727e-07,-7.312606451467559e-07
6291,-8.920515580101984e-07,-9.002951742109787e-07
6292,1.7870294862776248e-06,1.7659743014678237e-06
6293,-1.4761333435198143e-05,-1.468012346584296e-05
6294,-3.3859030185157124e-07,-3.506020025636452e-07
6295,-1.152072734433851e-07,-1.281262242979589e-07
6296,1.8123701864269925e-07,1.7165762885771627e-07
6297,1.8264376694387963e-07,1.7189805964925115e-07
6298,-2.5289022734131805e-05,-2.5276985854749296e-05
6299,2.0509216264730235e-06,1.9992148084785717e-06
6300,5.902618308434304e-06,5.85127279074302e-06
6301,8.105799365509814e-05,7.87002725170724e-05
6302,3.8572216232157785e-07,3.254020839147703e-07
6303,-2.0685213073134978e-05,-2.042288280308e-05
6304,-2.2407953527758817e-05,-2.2311595418943778e-05
6305,4.2719991202977425e-05,4.254104472210526e-05
6306,7.642915753669488e-06,7.561551995044157e-06
6307,-1.7060198701401852e-05,-1.6984161738623724e-05
6308,-3.3691251843936953e-08,-4.100347544159447e-08
6309,2.1168096272172754e-05,2.0916448622071754e-05
6310,8.909378568233706e-09,5.15738946737122e-10
6311,-1.9765903176705013e-05,-1.978182280449002e-05
6312,2.005255730630484e-07,1.9047350535199412e-07
6313,-8.082411870002915e-05,-8.06702950566052e-05
6314,2.042625842652024e-05,2.037564970605675e-05
6315,1.029946241726254e-05,1.023913494024059e-05
6316,6.226934523567706e-08,5.172706071952921e-08
6317,1.2964480904820164e-05,1.2856127056944598e-05
6318,1.855112857773733e-08,-1.6696602569304352e-10
6319,-5.691485539527363e-07,-5.887155928286319e-07
6320,-5.575645207034352e-06,-5.5605512073620264e-06
6321,1.1285636731805937e-06,1.1171078211321786e-06
6322,1.3935870763481795e-05,1.3869964966158703e-05
6323,-2.552689099499794e-05,-2.553508867011077e-05
6324,2.5586610818917332e-05,2.5545229217821227e-05
6325,-6.3687197601192125e-06,-6.406882901475382e-06
6326,-8.185060378640419e-06,-8.179718363745773e-06
6327,5.97998468820915e-06,5.932634757536231e-06
6328,-2.526832136307e-07,-2.7241224101937267e-07
6329,-3.662417764893622e-07,-3.9601189898833563e-07
6330,2.2447572967099205e-09,-1.045185646952911e-09
6331,2.185283411726413e-07,2.066649886770308e-07
6332,-4.3670569627174416e-07,-4.496036011824669e-07
6333,5.890329498603464e-07,5.786829921088456e-07
6334,2.5798715406144535e-05,2.5631821736068854e-05
6335,-2.207139334520214e-06,-2.204689527105639e-06
6336,-5.5917051100529136e-08,-6.406324680493221e-08
6337,4.550131568964444e-05,4.512854944731533e-05
6338,-6.655405114797119e-07,-7.079413098475231e-07
6339,6.511837301381718e-06,6.500350911414681e-06
6340,1.658284431993451e-08,-1.0049465343939535e-08
6341,1.8512465898595787e-05,1.848095335032749e-05
6342,1.4208445970886885e-05,1.4082503647657825e-05
6343,-2.6041785719965738e-05,-2.4781951896608536e-05
6344,4.140579609490658e-05,4.0769112854028526e-05
6345,-1.713858222007758e-08,-2.5230274918419504e-08
6346,3.636477109686398e-05,3.6264600525766644e-05
6347,-2.8379850489645975e-06,-2.8401308532200457e-06
6348,1.6605647345596664e-05,1.635775511363953e-05
6349,3.3809427571140915e-05,3.354297422259085e-05
6350,1.5511821715996632e-08,-1.8337045078140694e-09
6351,-1.900041779467898e-07,-1.9920305636043865e-07
6352,1.1972280586358686e-07,9.716944137368469e-08
6353,-1.5089746617291677e-05,-1.5057131154337174e-05
6354,-5.925711819565471e-07,-6.032857084888252e-07
6355,-3.6212791640566344e-05,-3.5864898108273034e-05
6356,1.851362295829384e-05,1.8345659768735428e-05
6357,2.695422182646956e-05,2.6859194727495486e-05
6358,-1.7377554378833482e-05,-1.731287759408151e-05
6359,-1.6087277482368378e-06,-1.6051775096322944e-06
6360,1.2085753956003753e-05,1.2024765797420081e-05
6361,-7.766076608117789e-05,-7.727982117004265e-05
6362,1.2591533482542161e-08,-1.8131524748226873e-09
6363,-3.086426653683971e-05,-3.0809649705749496e-05
6364,-1.1458500654148995e-06,-1.1508554795326235e-06
6365,-1.3577131411368626e-05,-1.3546511379715177e-05
6366,4.2304838086454355e-05,4.2037490391490196e-05
6367,2.399006703707185e-06,2.3559128220489203e-06
6368,3.135256554376298e-08,1.5363978623966626e-08
6369,1.7648215150600777e-05,1.758760366768636e-05
6370,1.3826736416644447e-06,1.3740808557193546e-06
6371,2.645540554685466e-05,2.6369905290823816e-05
6372,-1.0772803478054094e-05,-1.0781157136284084e-05
6373,-6.761630694226972e-05,-6.72475020447152e-05
6374,-8.98403141455506e-06,-8.976951089561545e-06
6375,-6.88683376751098e-05,-6.875651484552964e-05
6376,2.4140701770924977e-08,-1.029205438345776e-09
6377,-1.1873565052833435e-06,-1.1486762946231269e-06
6378,-7.035779408082199e-06,-7.002109369051327e-06
6379,3.7776779713782904e-05,3.7666436343325006e-05
6380,-1.215264903769997e-05,-1.2113930139404333e-05
6381,2.8347697828834395e-05,2.8253266566891602e-05
6382,2.0997533738020824e-05,2.085284778843561e-05
6383,4.6980891399428515e-09,-3.9211258825789745e-09
6384,3.7127304025608154e-07,3.2728109187906825e-07
6385,9.379513371543524e-08,7.013784595620042e-08
6386,7.469945526888955e-06,7.396669477760223e-06
6387,1.62162416139644e-06,1.600768980805338e-06
6388,6.185586899409845e-06,6.148662443481295e-06
6389,6.051944796414688e-07,5.891665732095594e-07
6390,-1.0590958171019516e-06,-1.0764436415868536e-06
6391,-8.19520254130568e-07,-8.39150979959737e-07
6392,-1.7875471079176197e-05,-1.7856702619984265e-05
6393,1.131341071758385e-05,1.1187491657249721e-05
6394,-5.444845858071368e-07,-5.575473142197922e-07
6395,2.56725994295659e-05,2.558379917128991e-05
6396,-3.462660215819424e-05,-3.440783739549489e-05
6397,-6.440105042443411e-06,-6.4316426181865156e-06
6398,1.3615542285294602e-06,1.334417518902137e-06
6399,2.0681256707177909e-10,-7.342589895513877e-09
6400,9.196045562820387e-07,8.928981575019968e-07
6401,2.697113786975791e-06,2.686303105837611e-06
6402,2.058178340647032e-06,2.0341373160086927e-06
6403,-2.5967973587726068e-05,-2.5819543440421445e-05
6404,-1.5938185601582777e-05,-1.592150692716852e-05
6405,-5.8512161464518986e-05,-5.755884680798673e-05
6406,-9.30441464452314e-05,-9.209856781371026e-05
6407,6.852283190861286e-08,5.4733066487205125e-08
6408,-5.989838736969455e-05,-5.9836609733856064e-05
6409,2.0377174114738494e-09,-9.533527115628292e-09
6410,-7.857633388899665e-05,-7.814237138145736e-05
6411,-2.4239701720829565e-07,-2.508341879490305e-07
6412,-4.597897526936734e-06,-4.597478093971271e-06
6413,-2.0827789826149967e-07,-2.237495148229398e-07
6414,1.2241820696867745e-06,1.199879125992559e-06
6415,3.9921479115800906e-05,3.9212358760276854e-05
6416,-7.935773620920683e-05,-7.782408211042064e-05
6417,2.4527170222471417e-05,2.4408258850116638e-05
6418,-1.161894904638805e-05,-1.156682444216752e-05
6419,-7.277128917682063e-06,-7.261849380226343e-06
6420,-3.047057791166763e-05,-3.0373909292454085e-05
6421,1.946467852889655e-05,1.935398054924928e-05
6422,-9.650573096209314e-08,-1.0467630265856885e-07
6423,3.553710737846938e-05,3.538429167216654e-05
6424,5.879938203556812e-07,5.751327619476865e-07
6425,-3.325411405574741e-05,-3.3044098170555185e-05
6426,-1.7632673162015777e-05,-1.7585354925505092e-05
6427,-6.104289732578039e-07,-6.313483342081266e-07
6428,3.3568968049735304e-08,4.9748878813060694e-09
6429,-2.666494982594969e-06,-2.6793268189342367e-06
6430,2.8203299736767606e-05,2.7449058759755e-05
6431,-3.970926129193142e-06,-4.013523961906593e-06
6432,7.949959673902995e-08,5.8201983548967207e-08
6433,-3.814318245803916e-05,-3.8104191939369956e-05
6434,4.0681233796940885e-05,4.058004878148826e-05
6435,-2.739561963394088e-07,-2.843837279263809e-07
6436,-1.0381456727603933e-07,-1.110774240132403e-07
6437,3.307713186906369e-06,3.2667276816913266e-06
6438,-1.3345399135777924e-07,-1.5342752631754354e-07
6439,9.274012308102542e-09,-2.6521027188520963e-09
6440,7.5987074448224945e-06,7.567700388673115e-06
6441,2.015585937042985e-08,3.509366611106983e-08
6442,-8.190728034707107e-08,-8.733161899350228e-08
6443,5.542471299913032e-06,5.3847962001044835e-06
6444,-3.3623180725750323e-06,-3.3575755227071266e-06
6445,1.8819845170214844e-05,1.8724849292835968e-05
6446,-1.0134427333718943e-06,-1.019908542536732e-06
6447,-2.180441607330108e-05,-2.1767044740397693e-05
6448,3.9928530453037236e-05,3.981266029689231e-05
6449,-1.6878586398538786e-06,-1.7004869572598135e-06
6450,-4.4676620014616475e-08,-2.295982440575864e-08
6451,-7.741099594671397e-09,-2.1195580131605612e-08
6452,-6.717483605483965e-05,-6.688879664990482e-05
6453,3.056901754638908e-05,3.045129362444571e-05
6454,-1.8859048253938582e-05,-1.88185988291078e-05
6455,4.492709886164126e-05,4.43891439901469e-05
6456,3.1085375939987614e-07,2.8296313557669786e-07
6457,4.713567788861006e-08,1.8662571378909636e-08
6458,6.122741609548843e-07,5.956192756977233e-07
6459,-1.6713664636180958e-06,-1.6819772290199119e-06
6460,-1.9850271288646137e-05,-1.983481103392944e-05
6461,-4.607050035818072e-05,-4.587166879723353e-05
6462,3.8553179970701734e-07,3.445120114088318e-07
6463,-4.739185262134238e-05,-4.631077487515702e-05
6464,9.867610797298365e-06,9.650524699781474e-06
6465,2.448567034701865e-05,2.4357724627676765e-05
6466,-1.86644505344169e-05,-1.8562609348232672e-05
6467,-7.212374815712685e-07,-7.462360949538864e-07
6468,-4.2543735668809646e-06,-4.179854922861496e-06
6469,-1.163840184226217e-07,-1.4018680808486513e-07
6470,1.7801506586478943e-05,1.7649630500150343e-05
6471,-1.678090807977206e-08,-3.328814173489634e-08
6472,-4.2221150423737974e-05,-4.211500368008824e-05
6473,-6.5743876485058195e-06,-6.517172207971511e-06
6474,-1.7996078624793466e-06,-1.8114701345605556e-06
6475,1.7279277754411737e-05,1.71974486503618e-05
6476,-2.31480900736436e-06,-2.2806501939449983e-06
6477,-2.0974995956046794e-05,-2.0842196349850354e-05
6478,-5.084374309871631e-05,-5.004845520020071e-05
6479,3.592013203645994e-05,3.567463197100577e-05
6480,-6.32385363144583e-05,-6.264500998270681e-05
6481,-6.482077102520911e-06,-6.446778099433454e-06
6482,-4.932810451274694e-05,-4.9198264203876176e-05
6483,1.381515752546525e-05,1.3742003514997968e-05
6484,-2.1196675186102576e-05,-2.1014291569193545e-05
6485,4.525252250947576e-06,4.488976956783284e-06
6486,6.006509534386972e-05,5.974134178423955e-05
6487,-3.8913673755386347e-05,-3.8784277245565264e-05
6488,1.8072632899768237e-05,1.798776536859958e-05
6489,1.1032930580245903e-07,1.0354689900160973e-07
6490,-8.767696717537632e-07,-9.274557367013216e-07
6491,-7.174886756111665e-07,-7.313746591103648e-07
6492,-2.436552167306427e-06,-2.4412024550162903e-06
6493,1.7130561219547147e-05,1.7037702461340984e-05
6494,1.2929350306500886e-06,1.2756147108977562e-06
6495,7.162605256752497e-05,7.153272493183847e-05
6496,-1.4373879547918689e-05,-1.4368813896787985e-05
6497,3.614462103818106e-05,3.603289457254529e-05
6498,1.0474757594469697e-05,1.0431371188853216e-05
6499,1.2114528169404615e-05,1.2021612245142781e-05
6500,4.0414169693026025e-06,4.0050424777468124e-06
6501,6.291177578887641e-09,-3.396547651083372e-09
6502,-2.6242752322880314e-06,-2.62778297518239e-06
6503,2.8737718490989828e-06,2.846094241676117e-06
6504,1.2687555228652059e-08,-6.007358172900187e-10
6505,-1.5253122304104139e-07,-1.7926324262609207e-07
6506,-1.4682628210471727e-06,-1.4768514085389553e-06
6507,-2.1458905863358524e-07,-2.4337485416897563e-07
6508,2.51159160908343e-05,2.488853239165388e-05
6509,2.2363099150268795e-09,-2.165951345100818e-08
6510,1.0783455271584641e-05,1.0708348110348476e-05
6511,7.561611264611523e-06,7.51397569523253e-06
6512,7.909322163879295e-08,5.538132322693153e-08
6513,5.438605585328382e-08,1.4336887705863488e-08
6514,-3.6103751083760294e-05,-3.591169918514007e-05
6515,2.517583638519949e-05,2.501348932645978e-05
6516,-2.797303440377208e-05,-2.773748048423854e-05
6517,-1.0507014911675938e-05,-1.0461241350400776e-05
6518,2.7913242885702072e-05,2.777652523595449e-05
6519,-0.0001433389917315786,-0.0001426675190818781
6520,-4.169125739694746e-06,-4.195232106804125e-06
6521,-3.258781250403686e-07,-3.4110704367771745e-07
6522,-2.0850525584426016e-06,-2.097455153882774e-06
6523,-6.902464098862415e-05,-6.882016776814399e-05
6524,9.218408784927856e-07,9.094025916515577e-07
6525,-5.3409415838479024e-05,-5.309376871706956e-05
6526,3.317933017876751e-05,3.305374180926588e-05
6527,2.295001524715845e-05,2.251395074364951e-05
6528,5.7141340492616877e-08,2.9726311756453984e-08
6529,5.13610090668859e-06,5.090539526564716e-06
6530,-8.559113092579396e-05,-8.528344753131228e-05
6531,-2.8068331945296787e-05,-2.789332717729683e-05
6532,-1.7511890478827397e-06,-1.757357932986601e-06
6533,1.3812579886113285e-05,1.3739149881417909e-05
6534,3.9005275574627296e-05,3.892414694135243e-05
6535,-7.913571019979582e-06,-7.88848825672432e-06
6536,2.0069075589379537e-05,1.9916165189849145e-05
6537,-2.2840809526192274e-05,-2.231034504123819e-05
6538,5.250621998645344e-05,5.239087350050592e-05
6539,-9.061541416721663e-06,-8.969581066103513e-06
6540,-1.6760175440666547e-05,-1.6692526587252904e-05
6541,-2.0524780944775056e-05,-2.0497477680853857e-05
6542,8.07091899529544e-06,8.04281900086237e-06
6543,-3.6465928334172837e-06,-3.647089068171653e-06
6544,-4.3497826829330677e-07,-4.54079361948785e-07
6545,-4.464636219531082e-05,-4.339859328271402e-05
6546,7.495575771176988e-09,-3.522827166896493e-09
6547,-4.823458215508225e-06,-4.861311645425042e-06
6548,3.5037534845155927e-05,3.441554750667684e-05
6549,-4.0583431835605754e-05,-4.044025740894705e-05
6550,-0.00018709000122696384,-0.00018616976528910842
6551,-2.2717109995906704e-06,-2.2581019690653074e-06
6552,-5.625038624390566e-06,-5.622808481172952e-06
6553,4.63857225407871e-08,3.65372291891238e-08
6554,-4.691984007404448e-05,-4.673558714134342e-05
6555,-9.095645858575585e-06,-8.94535557214423e-06
6556,-4.6082722118812036e-07,-4.661727946962555e-07
6557,-6.433494627361425e-05,-6.387270454713438e-05
6558,-1.902705848572106e-05,-1.897917458370586e-05
6559,3.851637020435561e-08,2.6973015897065576e-08
6560,3.824435657051595e-08,5.901621400877677e-08
6561,-1.7752874834464638e-05,-1.7716273247270843e-05
6562,1.2705855928218934e-05,1.2556975378624109e-05
6563,3.966460637222502e-05,3.937305988714342e-05
6564,-2.97366857771042e-06,-2.9795091739766876e-06
6565,-2.132982962588237e-06,-2.1287964502819547e-06
6566,-1.7762906519558364e-06,-1.7958589433267314e-06
6567,2.0541826462050494e-08,8.121263536811575e-09
6568,1.2706481372248835e-05,1.2527256975285117e-05
6569,1.4153853468978905e-06,1.3947987593033003e-06
6570,-3.1071275424232603e-06,-3.099657138953603e-06
6571,-1.5927595166304043e-05,-1.585896719211246e-05
6572,2.220900222005273e-05,2.2023673699198695e-05
6573,-1.6367881742279655e-05,-1.6363662522993856e-05
6574,8.600241540301923e-05,8.573879572004255e-05
6575,1.6525150225099594e-05,1.643309648036916e-05
6576,3.945848134800922e-05,3.92540959584941e-05
6577,-1.6284780385289466e-08,-3.9375244648348874e-08
6578,-2.4747675028080618e-05,-2.468046169173764e-05
6579,-1.937587747469216e-07,-2.008436251765338e-07
6580,2.0161313828481742e-05,2.0086661293650882e-05
6581,1.3332847341285259e-05,1.3279256405424756e-05
6582,3.2881549509256036e-05,3.280235204769456e-05
6583,2.375783833125089e-05,2.366942125455419e-05
6584,6.679411433174742e-06,6.608342152363215e-06
6585,-3.0041317625240094e-05,-2.9936120386379724e-05
6586,-6.541032537277225e-07,-6.710402356414972e-07
6587,9.341822218567053e-08,7.99266647800604e-08
6588,2.0122626275820288e-06,1.950956501833013e-06
6589,3.329238714627758e-06,3.3115747294588673e-06
6590,1.5078475358309973e-06,1.4943955786566173e-06
6591,3.560285099571403e-05,3.551027098690418e-05
6592,-2.186874261148053e-05,-2.1754738567973983e-05
6593,-6.43675242050501e-05,-5.7400169941286276e-05
6594,-5.430951778462312e-06,-5.410798907136359e-06
6595,-2.7589551505113885e-05,-2.751216435198718e-05
6596,-2.0309158742848332e-05,-2.0077023265326756e-05
6597,-1.688488633996843e-05,-1.686100401031417e-05
