Index,Actual Fair Difference,Influence Fair Difference
2961,9.376494625457088e-07,9.217522698741096e-07
2962,-1.2485649070193006e-08,-3.948173569820036e-08
2963,7.490139702914789e-09,-1.3075940711452108e-10
2964,-1.6962315572577324e-05,-1.6925910458501398e-05
2965,4.069455554350787e-05,4.014026469998141e-05
2966,3.852724068459379e-05,3.838811230890549e-05
2967,-6.098108841445793e-06,-6.090005912249129e-06
2968,-0.00010128286770424988,-0.00010012928364712712
2969,3.45877020375418e-05,3.450084154901292e-05
2970,1.7771759051765645e-05,1.7742492392868775e-05
2971,-8.751776220949914e-07,-8.823534272612324e-07
2972,8.789555638755164e-05,8.749885558993212e-05
2973,-4.8002919864287286e-05,-4.789314362508341e-05
2974,5.4529350534959775e-08,2.918932014777928e-08
2975,-4.280410311607863e-05,-4.250903852526998e-05
2976,2.9432266545004193e-05,2.883363437429565e-05
2977,5.550797119169282e-08,2.498920055649151e-08
2978,-6.767928779766175e-06,-6.705843384728223e-06
2979,2.497825408176446e-07,2.301013898005162e-07
2980,4.676617254531501e-05,4.211857634572082e-05
2981,8.786209260147615e-09,-3.4855985555502553e-09
2982,6.220589863770165e-06,6.1666787721514955e-06
2983,5.799273256584803e-06,5.753816545426806e-06
2984,3.4916681718732967e-06,3.460795033256347e-06
2985,-1.2852905384996838e-06,-1.2982797303348206e-06
2986,1.6264692298539885e-06,1.6104915245395621e-06
2987,-7.494141535113741e-08,-9.024254782723442e-08
2988,1.0358038510238643e-07,7.727749240023124e-08
2989,0.0001673045781455107,0.00016635182621141148
2990,1.765655288643586e-08,8.966898714578508e-09
2991,-2.7321616635767043e-08,-4.904484034147529e-08
2992,2.9461301932098838e-05,2.9408988688751603e-05
2993,-1.042881631702075e-05,-1.0308402556744485e-05
2994,1.6597376173987932e-06,1.6436138315179222e-06
2995,2.3632068064383116e-06,2.3253607193319998e-06
2996,7.808629663763611e-06,7.77079984328004e-06
2997,4.244437175682236e-05,4.2129848128167356e-05
2998,3.3567755547414535e-08,1.6809445587307018e-08
2999,-2.065940463147342e-06,-2.0631618864475595e-06
3000,3.7371281481624052e-06,3.712371695730751e-06
3001,2.3865119519461686e-08,1.8011887514168874e-08
3002,1.0665713451318837e-08,5.013865562008563e-09
3003,-1.6103393318811499e-07,-1.7060824776448507e-07
3004,-8.509110144272469e-08,-1.0890066247071093e-07
3005,-2.4007920670865435e-05,-2.3777737149728092e-05
3006,2.067863591470598e-08,-7.068077712649483e-10
3007,-5.4079178463950495e-06,-5.37076893480215e-06
3008,1.1841112766697304e-06,1.170250260647389e-06
3009,-7.370649257598672e-08,-7.977723273677526e-08
3010,-6.726482016727875e-05,-6.666382526342896e-05
3011,0.00016007441666762712,0.00015523174039017745
3012,-1.8473606347435556e-07,-1.9006648324844118e-07
3013,3.572583040512001e-08,2.1251209263368255e-08
3014,3.1716508419599165e-08,1.8672681313473287e-08
3015,8.773928558664101e-06,8.693163554118782e-06
3016,-2.3602780743453566e-05,-2.3551620745437754e-05
3017,-2.078773385649768e-06,-2.0915692462927092e-06
3018,-1.706827046096815e-05,-1.7009469026107015e-05
3019,-2.5831831007572248e-08,-3.9322980640807736e-08
3020,-2.0083800733594614e-09,-1.0670541876858236e-08
3021,-1.342672552223645e-06,-1.3513781806933157e-06
3022,5.99130021150529e-08,3.410086793732887e-08
3023,-8.92439872015316e-05,-8.902946106141206e-05
3024,-5.1787219215171376e-05,-5.088034345540632e-05
3025,1.786108555834609e-06,1.76006370589837e-06
3026,5.162792383436865e-05,5.0326131538579514e-05
3027,-8.316833747012975e-05,-8.250282550020971e-05
3028,-1.0846084939064582e-06,-1.098147098845109e-06
3029,-1.9538231689791852e-05,-1.9513248668719352e-05
3030,1.792385873083946e-06,1.7523009871875943e-06
3031,-4.700896010234601e-07,-4.845893065984791e-07
3032,-2.906660450915921e-05,-2.8813868963329566e-05
3033,-5.3895365309530874e-08,-7.364477964721142e-08
3034,3.4981851746967996e-05,3.486085459784941e-05
3035,7.816864547316449e-06,7.778975267948173e-06
3036,4.6922431602980375e-06,4.65869829899957e-06
3037,1.1544888883774362e-07,1.0207159787220001e-07
3038,1.291463316954733e-05,1.2862993110346178e-05
3039,2.930777287807329e-05,2.9092503056120034e-05
3040,-2.665758909725646e-07,-2.811328390759987e-07
3041,-2.2420016926316677e-05,-2.242098247813624e-05
3042,-2.1818751766988775e-06,-2.1858210778451297e-06
3043,2.5572809822876907e-05,2.5115634804340668e-05
3044,-1.90176642952955e-05,-1.897917458370586e-05
3045,5.713957350883536e-07,5.608895447872014e-07
3046,-8.435820110480607e-06,-8.247745825216972e-06
3047,4.626700111365345e-07,4.389619761660835e-07
3048,1.1224023517497628e-05,1.1020847341782378e-05
3049,-9.89096678116752e-07,-1.0006846023854043e-06
3050,-1.63360042856886e-06,-1.6317717904738748e-06
3051,-2.3365948008696735e-05,-2.2820433759581067e-05
3052,2.820706609502066e-05,2.807307522687145e-05
3053,-1.0837175877242977e-06,-1.119543456393859e-06
3054,-1.1613790169867633e-05,-1.159450629846461e-05
3055,-4.101158513181158e-06,-4.0912075368903436e-06
3056,-1.0594794890683712e-05,-1.0560409822427319e-05
3057,5.90637627398416e-06,5.868519492462589e-06
3058,-1.884042886396431e-05,-1.8820020641373704e-05
3059,7.6128068160485896e-06,7.539230086017784e-06
3060,-1.3323092688033444e-05,-1.3301281574398008e-05
3061,-2.517006764068963e-06,-2.5594681451823588e-06
3062,-2.161677512296789e-05,-2.159661173579877e-05
3063,2.5224698552150926e-08,8.44942267116444e-10
3064,1.6180397531262436e-06,1.6008411177933543e-06
3065,-2.0549441611283914e-05,-2.0523274716918308e-05
3066,-4.967718103821017e-07,-5.114451122834082e-07
3067,-1.8855431805020473e-05,-1.884474416381851e-05
3068,2.6164459376865068e-08,5.232250101331414e-09
3069,-3.091156096868275e-06,-3.097018693381876e-06
3070,5.988645116675184e-05,5.907155993450534e-05
3071,2.7665821911160293e-08,-1.4678137835871155e-11
3072,2.136072138295142e-05,2.1309694828995246e-05
3073,-4.635338626934882e-06,-4.643990394449153e-06
3074,4.690926569406173e-08,1.6318257410969163e-08
3075,-1.597183706486538e-05,-1.588863448995971e-05
3076,-2.5357675404458213e-06,-2.5378532644844535e-06
3077,-1.2278980826563313e-07,-1.3153410840655484e-07
3078,-1.7712853432327869e-06,-1.7965042847550659e-06
3079,6.760774339303888e-05,6.690368287585564e-05
3080,-6.872514325961809e-07,-6.997440052768967e-07
3081,8.73848080562567e-07,8.586028481098909e-07
3082,3.352697479308553e-06,3.335391124759539e-06
3083,1.9240790993940715e-05,1.90472329417364e-05
3084,3.292378100988591e-05,3.285951857472554e-05
3085,-9.437410287491121e-05,-9.3883467280213e-05
3086,-2.3409645466543338e-07,-2.5889781720783715e-07
3087,3.1365292955609636e-05,3.119946555701959e-05
3088,-4.461024158119997e-05,-4.4181410370762493e-05
3089,-5.513016962943595e-07,-5.621201404854269e-07
3090,-7.95338245318522e-06,-7.972155593110876e-06
3091,-7.078603804638872e-06,-7.057567962905618e-06
3092,2.0915705151003383e-05,2.08290033826868e-05
3093,1.6799387916821562e-05,1.6724748094096474e-05
3094,-1.3331881258293876e-05,-1.3344809305980357e-05
3095,-2.1852185157100745e-05,-2.1752659786439304e-05
3096,3.920818737701559e-05,3.773482379362782e-05
3097,-9.014606068946662e-06,-9.00756761989533e-06
3098,4.461990219040146e-05,4.424658112770463e-05
3099,-1.486825025320826e-07,-1.5775014874441234e-07
3100,-8.157106631101474e-06,-8.188637359765426e-06
3101,-1.2475469441664e-06,-1.2668589722890976e-06
3102,-7.650840037287665e-06,-7.649504600419016e-06
3103,4.91469564350977e-07,4.802371627564237e-07
3104,-1.7133807802521828e-05,-1.7094223016973327e-05
3105,-6.034693733059093e-07,-6.140328712207126e-07
3106,2.6635600153840366e-05,2.6542093924257102e-05
3107,-3.2272732084503986e-06,-3.2258028056284582e-06
3108,-1.1059493309206747e-06,-1.1134111139872732e-06
3109,-4.052285243194564e-06,-4.034758890169793e-06
3110,-0.00013915214948806431,-0.00013818076800004334
3111,3.9678211977145494e-07,3.7679689860877815e-07
3112,-4.230145154476839e-05,-4.2041323785470996e-05
3113,3.737460413377747e-08,2.2387591011165125e-08
3114,-3.76170541938059e-07,-3.8488990918255936e-07
3115,1.2425094138179826e-05,1.2389002962161054e-05
3116,-1.6420257707649988e-05,-1.6330347859517637e-05
3117,-4.722324309047732e-05,-4.5861736924897325e-05
3118,2.9190579147686524e-05,2.8313781016605123e-05
3119,-1.1039481704888665e-06,-1.0524262350705696e-06
3120,5.882716242489039e-05,5.8472165118557206e-05
3121,-1.1943728274843579e-05,-1.1957695695463071e-05
3122,-1.3439815177429537e-07,-1.5544601871407158e-07
3123,1.6374854372780412e-05,1.632509170278125e-05
3124,-7.314686622433841e-06,-7.299891624032886e-06
3125,6.034202778240627e-05,5.939988995391351e-05
3126,-1.696138381179768e-05,-1.6864564799440744e-05
3127,-6.184618426890998e-05,-6.177444391325772e-05
3128,0.00015541586009232278,0.00014385545107758782
3129,1.0007068355688542e-05,9.95630364213783e-06
3130,-1.3059651854385734e-06,-1.3067124593604097e-06
3131,-4.145215515893863e-06,-4.155109342572372e-06
3132,-4.596076757679146e-06,-4.611343065545655e-06
3133,-8.672554061192606e-05,-8.4990811588133e-05
3134,-2.927277963749031e-06,-2.927193554277448e-06
3135,4.680801751699715e-05,4.656229215034848e-05
3136,-5.089176995848321e-05,-5.078982220628247e-05
3137,-1.2801993629768527e-05,-1.279831413136633e-05
3138,-3.8424096573952404e-07,-3.972608615853566e-07
3139,-8.56520852032805e-06,-8.595062082268674e-06
3140,1.0200289231043769e-06,9.90497474150836e-07
3141,3.168673516915077e-05,3.1453290465663503e-05
3142,1.3211785555522493e-05,1.3100140194610258e-05
3143,-3.0848822287321553e-05,-3.080320533511124e-05
3144,1.6977528577433176e-08,3.728303959679704e-09
3145,-2.5287697447140545e-07,-2.5976521389521615e-07
3146,-2.0655566286498228e-05,-2.060132406422574e-05
3147,-1.1131792785334937e-06,-1.1366057986338037e-06
3148,1.3949726901385517e-07,1.2425194693053227e-07
3149,5.7273926013567955e-05,5.691004088787133e-05
3150,-3.3678491521693665e-06,-3.309460928087301e-06
3151,6.510914139168378e-06,6.478496706120073e-06
3152,3.51315850928291e-05,3.4996812782940705e-05
3153,2.0878351678910168e-06,2.0531910994326938e-06
3154,9.342958546265656e-07,9.219323646265611e-07
3155,-1.5625277105246749e-06,-1.5747257982309773e-06
3156,9.640001315591729e-06,9.56502221539802e-06
3157,9.460001049177436e-08,7.555358859857286e-08
3158,-1.854530830419643e-05,-1.850127933028589e-05
3159,1.6994575302575754e-08,5.51767332392393e-09
3160,-1.7467788321345878e-07,-1.8923608497932023e-07
3161,1.6734689506914258e-05,1.6658322896338467e-05
3162,-9.315194085701695e-06,-9.328291878070295e-06
3163,2.0250191956616703e-07,1.7099211261203637e-07
3164,-9.183926285719068e-05,-9.156708542934787e-05
3165,-3.7919892903470753e-07,-4.0310251959524656e-07
3166,2.731194524374647e-05,2.7221842073377457e-05
3167,1.696568806341947e-05,1.6857622891419933e-05
3168,-1.4499072541807045e-05,-1.4453657213525655e-05
3169,1.0283781103098688e-05,1.02389175810173e-05
3170,3.624687704781304e-05,3.6177612278887804e-05
3171,1.6244439848822623e-08,-7.2944088997290424e-09
3172,-4.858783391098465e-06,-4.852646899543561e-06
3173,4.5251208173890944e-06,4.505240085271256e-06
3174,1.0725080877682647e-05,1.0618249816763163e-05
3175,-1.5738392172837123e-07,-1.725287828054261e-07
3176,-3.316185541502037e-06,-3.3288589273963307e-06
3177,-5.427445339567516e-05,-5.361329028639268e-05
3178,2.1409476698736052e-05,2.1298966943720407e-05
3179,8.397046619146309e-08,7.499867534132686e-08
3180,5.324474063761464e-06,5.301546755037142e-06
3181,3.108539594587345e-05,3.101232742393749e-05
3182,8.010447467426962e-06,7.985880312591147e-06
3183,-1.5833053764013894e-05,-1.5766814939303527e-05
3184,-1.8437897698009298e-05,-1.8365349680664654e-05
3185,-1.3942696779567498e-05,-1.3729205750322008e-05
3186,9.895302517937132e-07,9.725692668850634e-07
3187,-3.043167495220267e-07,-3.3027667094564855e-07
3188,1.5316323710268254e-05,1.5105296919514788e-05
3189,-1.2899677066940951e-05,-1.2896765844702406e-05
3190,8.505965098937196e-09,-3.375166788364497e-09
3191,3.7427994444838575e-06,3.7222334103012595e-06
3192,7.188269458002772e-07,7.022089641837419e-07
3193,-1.735568405300536e-05,-1.6554970102198e-05
3194,8.384146460427289e-09,-7.226236644597306e-09
3195,-7.829741777154453e-07,-7.987428474184731e-07
3196,-4.1036065374089326e-06,-4.104336252235898e-06
3197,-1.0712143344582259e-07,-1.2361704461233331e-07
3198,1.7061117463246234e-08,3.4905530276311456e-09
3199,4.6153047716934736e-08,1.667250952802819e-08
3200,-2.886056032158635e-06,-2.8891663204906375e-06
3201,-6.306946831374782e-06,-6.3126797106305584e-06
3202,-2.9224843015734914e-05,-2.8965419810618592e-05
3203,-8.737496292959834e-05,-8.713789156266803e-05
3204,3.430634569756563e-07,3.158561308269258e-07
3205,3.207638977209548e-07,3.096651956728154e-07
3206,-1.5447280071190228e-06,-1.556253398017852e-06
3207,-1.182383312836599e-05,-1.18248291934048e-05
3208,-2.8892150620296597e-06,-2.906411647263222e-06
3209,-3.476830225268568e-05,-3.465583068328904e-05
3210,1.1841811794144341e-05,1.1470566931302248e-05
3211,-4.5067359144557173e-07,-4.7383827292155034e-07
3212,2.515945484726778e-07,2.3603252322561916e-07
3213,-1.2629617134052307e-06,-1.2707330456259888e-06
3214,7.82061548840196e-06,7.774435624633165e-06
3215,3.6257449127719e-05,3.1818507473533755e-05
3216,-1.964762237655071e-06,-1.9594414889300345e-06
3217,-6.074950361606435e-05,-6.0558781957014336e-05
3218,3.9804074364602204e-06,3.946448528966718e-06
3219,-9.097453374518061e-07,-9.149114632084303e-07
3220,2.0902893957536195e-05,2.0661999966474327e-05
3221,2.4116589325551274e-07,2.139945136273696e-07
3222,5.21353753563103e-06,5.147615724801829e-06
3223,-0.0001790982685310194,-0.0001748995793280204
3224,-4.175292875385761e-06,-4.1349578626253696e-06
3225,8.854344923925339e-09,-3.974929865355319e-10
3226,-2.7015821869036394e-06,-2.695966863488743e-06
3227,5.192112722679498e-05,5.064304175758356e-05
3228,3.535638484764014e-08,1.852288675528146e-08
3229,2.4871504565093794e-05,2.4808405893045954e-05
3230,3.913462634153042e-05,3.9006975044584514e-05
3231,4.957205419225952e-05,4.932396657756879e-05
3232,-1.552903480586676e-05,-1.5406349351451005e-05
3233,-5.656762925848602e-05,-5.588306100699769e-05
3234,-6.208975753707602e-06,-6.182471480789955e-06
3235,2.5571013610448112e-06,2.5114743200749705e-06
3236,1.0558059091170247e-06,1.033555649558963e-06
3237,8.22128268962441e-07,8.006840765578953e-07
3238,-3.455783648131927e-08,-6.674856427783254e-08
3239,3.3291325707285324e-07,3.1623940941363483e-07
3240,-1.3301584489366913e-05,-1.3301175904358496e-05
3241,3.7203791897755245e-06,3.6573578851239276e-06
3242,-1.5797825353436323e-07,-1.8124001833479728e-07
3243,-7.596239932627924e-07,-7.68993882695627e-07
3244,7.1015858376932695e-06,6.936299113855582e-06
3245,1.0750689845018258e-06,1.043150933759739e-06
3246,-8.698230329340362e-07,-8.87446604252019e-07
3247,-5.60133615268299e-07,-5.773234150783318e-07
3248,3.631435312512199e-05,3.61264905544604e-05
3249,-9.00102113610135e-06,-8.978311251053175e-06
3250,-1.0188302827507378e-06,-1.0326681746121796e-06
3251,-6.788937197410583e-07,-6.943093740699645e-07
3252,-8.958849874951547e-06,-8.954340552500282e-06
3253,-4.115327500936461e-05,-4.086677143007347e-05
3254,-2.563942953054399e-05,-2.5594536219742887e-05
3255,-1.8064151734997758e-06,-1.8085126629433888e-06
3256,-2.9352297353790746e-05,-2.9116280823333785e-05
3257,2.567074839546213e-05,2.5445784446824837e-05
3258,-5.97568239618651e-06,-5.977425079888754e-06
3259,-1.4595903175484981e-05,-1.4549545661894257e-05
3260,-2.6759990510216713e-05,-2.6456479941942836e-05
3261,-6.741578047309016e-06,-6.6765499241582586e-06
3262,1.0435704033140425e-06,9.944035533611128e-07
3263,-7.587078036636052e-05,-7.188583961163985e-05
3264,-1.4743900713404257e-05,-1.4720122770492965e-05
3265,1.3915932262076325e-07,1.299558337251101e-07
3266,-9.953535047346751e-06,-9.921700914353086e-06
3267,3.7144738395750165e-05,3.700285075640302e-05
3268,3.584192948333231e-05,3.57420198448734e-05
3269,1.2110251768060465e-06,1.1859114375791074e-06
3270,-9.569605813330995e-08,-1.227743785325299e-07
3271,-3.449635956054298e-07,-3.575141036161523e-07
3272,9.355106183986384e-05,9.192672058745204e-05
3273,7.874420698827933e-09,-2.2078378686981063e-11
3274,1.2489801759496544e-07,1.1215792570598005e-07
3275,-5.864387129295157e-06,-5.848684106873193e-06
3276,-2.9455633995756347e-05,-2.9356863200769836e-05
3277,-4.3078098793891684e-05,-4.2951448598789195e-05
3278,-4.4818033143601e-06,-4.482810701621681e-06
3279,-7.947993633869443e-05,-7.885941663630239e-05
3280,-7.959103837107406e-08,-9.789041100048365e-08
3281,-3.835826210066284e-05,-3.7921832549574154e-05
3282,-1.0167262184945791e-07,-1.0956894435166164e-07
3283,-1.4571823474890389e-05,-1.4503266794190374e-05
3284,3.7314128335491636e-05,3.7091317786674384e-05
3285,-7.388888099479907e-06,-7.380657820641049e-06
3286,-1.1527093732366378e-05,-1.1429315875442483e-05
3287,3.344817359801633e-05,3.3142611904794875e-05
3288,1.3172697259367094e-05,1.2956157169828726e-05
3289,1.9038486713363056e-05,1.898831876649823e-05
3290,2.862433894568195e-05,2.8515931739610668e-05
3291,1.7480946956638377e-07,1.535223423725086e-07
3292,-4.5437472950826674e-08,-5.9649911391599e-08
3293,7.882632960254377e-08,4.616449623975408e-08
3294,6.162709835705327e-05,5.9470250922254124e-05
3295,3.9396512607758893e-08,2.693214189878623e-08
3296,-9.94811700466558e-06,-9.88956791937212e-06
3297,-1.5426429568643485e-05,-1.5416894717959053e-05
3298,4.992612297360921e-06,4.973259161186562e-06
3299,-1.2522849928142676e-06,-1.2643926636232764e-06
3300,9.343803692052344e-06,9.260834679111777e-06
3301,5.395437556732219e-07,5.525187387167199e-07
3302,8.258716938686073e-05,8.217014606467745e-05
3303,-2.200278630098973e-06,-2.2082522720286723e-06
3304,2.336456664253639e-06,2.2800415671970807e-06
3305,2.8460820298642497e-05,2.833115692898869e-05
3306,1.6401157765244534e-08,-3.315964606170338e-11
3307,-1.920235126073866e-06,-1.9302694063425204e-06
3308,1.9720969065661897e-05,1.9581893404088076e-05
3309,-2.784270708711123e-05,-2.7827131541948656e-05
3310,2.262556079257738e-05,2.2515245581663594e-05
3311,7.648665121307019e-05,7.576107386411617e-05
3312,-8.208944635157422e-11,-6.46901309836639e-09
3313,4.445801058378107e-06,4.423318846240626e-06
3314,-3.0940212003560674e-07,-3.131134284820889e-07
3315,1.4890987415361323e-06,1.4745242467874299e-06
3316,-4.7001862329087984e-05,-4.682199952431373e-05
3317,9.283996203524048e-05,9.314138633692776e-05
3318,-3.384120278115965e-06,-3.4076962840723545e-06
3319,6.111736232661258e-07,6.00219995828581e-07
3320,-2.6834121188423765e-06,-2.7015020480151565e-06
3321,-2.8201966533525358e-05,-2.7935488355515507e-05
3322,-4.694475137395626e-05,-4.664077444654062e-05
3323,-8.027418835210298e-08,-9.590334009259816e-08
3324,4.838374478843832e-09,-2.8076513565003272e-09
3325,3.069909310543517e-05,3.0574974892445074e-05
3326,2.1090754406427603e-05,2.0946538637563625e-05
3327,1.9334071784893325e-05,1.9290010759063193e-05
3328,-5.056174085027454e-06,-5.060140010291014e-06
3329,-2.040508041534217e-06,-2.05523865767643e-06
3330,1.367112266836834e-06,1.3435043189460913e-06
3331,-2.092184368543415e-05,-2.0797402834396805e-05
3332,-9.994206389946081e-06,-9.966968229304193e-06
3333,9.609247231257001e-09,-5.675222664890461e-10
3334,2.2205159113719564e-05,2.2067416042407936e-05
3335,9.891414312068747e-07,9.59324475639452e-07
3336,-1.68979699743943e-06,-1.7217459684693897e-06
3337,-3.3352301903599724e-06,-3.358485725682695e-06
3338,1.1979558852126537e-06,1.181964846800564e-06
3339,-3.896598536501372e-06,-3.90549049590153e-06
3340,-4.8837922460021055e-06,-4.856096689572443e-06
3341,1.3285613640751093e-05,1.3153778839078599e-05
3342,6.689687556238333e-06,6.6477589257775425e-06
3343,-2.2359129479732065e-05,-2.231678720164706e-05
3344,-8.403639289025766e-05,-8.322546425044504e-05
3345,1.0965575824029017e-06,1.0809499551180253e-06
3346,2.395709526870071e-07,2.1618677826346702e-07
3347,1.8354639609446943e-05,1.8191774531927268e-05
3348,3.1751585441996966e-05,3.1583071034017446e-05
3349,2.1830053513333114e-05,2.1680682355632266e-05
3350,-4.775268023970991e-05,-4.6079208165792814e-05
3351,8.224309589799361e-06,8.19405886669392e-06
3352,3.232204381087289e-05,3.2170657902395674e-05
3353,-1.4082226822975663e-06,-1.4382531708163206e-06
3354,3.217149892320581e-07,3.0967168251889414e-07
3355,-1.1473403075112909e-05,-1.134760139207674e-05
3356,-4.553636275217432e-06,-4.580709502032908e-06
3357,3.402264402233013e-05,3.3941079951310986e-05
3358,-6.735781803357543e-05,-6.705541756100136e-05
3359,-7.369517867122921e-05,-7.355301160520451e-05
3360,4.3408341948714124e-08,3.5640869399349615e-09
3361,-2.748687216724832e-07,-2.942486834028662e-07
3362,-9.002382783673823e-09,-1.4233224599981553e-08
3363,1.2422253337085465e-08,-5.185547996526009e-12
3364,-5.297417979555075e-07,-5.389905800246359e-07
3365,-5.158310648067932e-08,-7.062961401416748e-08
3366,9.477959467263375e-07,9.307450473597604e-07
3367,-2.829884407057337e-05,-2.814520523719333e-05
3368,-5.027787141620443e-07,-5.144617869598728e-07
3369,4.775962316583282e-05,4.7486275608517785e-05
3370,-4.595414574926071e-06,-4.601417046666054e-06
3371,-5.296448188171765e-05,-5.2545859408387756e-05
3372,3.965089911961428e-08,2.3018753772334653e-08
3373,3.273086649102641e-06,3.2443215261736e-06
3374,6.443924538412915e-08,5.500058741782295e-08
3375,3.576385881443045e-06,3.5226743332614487e-06
3376,0.00018228786388296836,0.00018022929663944376
3377,6.857053064246443e-09,-1.3565242147720454e-08
3378,3.467944928448041e-08,2.137014887103104e-08
3379,-1.3648060174786814e-05,-1.3558500954067131e-05
3380,3.212769775431945e-05,3.1790328607408176e-05
3381,3.9766945603703086e-06,3.948480122088427e-06
3382,4.738894225753132e-05,4.7176072713394296e-05
3383,9.519154264669982e-06,9.48919493368594e-06
3384,5.7165276207138405e-08,4.208574405997956e-08
3385,-9.64533225511488e-06,-9.62800629537323e-06
3386,1.2946944541458727e-07,1.2378470959521836e-07
3387,-1.3927620689857534e-05,-1.368680247558484e-05
3388,3.353001282180301e-07,3.268299227054493e-07
3389,4.3239001773498487e-07,4.217821044490171e-07
3390,-1.4312356911405644e-05,-1.4298669276894863e-05
3391,-1.5555598698036022e-07,-1.7349543857876748e-07
3392,-5.899138893933342e-05,-5.879943284059104e-05
3393,-2.110814203315492e-06,-2.1209036829217225e-06
3394,-3.3236443874873345e-08,-4.301038429850822e-08
3395,4.019970878399448e-08,-4.213849035850751e-09
3396,-4.884555200868057e-07,-5.035225139360753e-07
3397,3.162036327220008e-08,1.828826822958216e-08
3398,-3.923620479656664e-06,-3.930680070376848e-06
3399,-7.754937620235713e-05,-7.74327281396428e-05
3400,-5.955361881082588e-06,-5.930992833745938e-06
3401,4.845852044033094e-05,4.814720215651016e-05
3402,-1.1133788422323931e-06,-1.1186665271439664e-06
3403,-1.2849353653310303e-07,-1.400383475623531e-07
3404,-8.534140686411451e-06,-8.509236188996347e-06
3405,1.32519069385717e-05,1.3023523302885705e-05
3406,3.676142738703869e-05,3.6657585893776716e-05
3407,3.3049159010506424e-05,3.244503278443296e-05
3408,-1.0765933912137982e-05,-1.0729946477686495e-05
3409,-7.675844027221768e-06,-7.658824269872946e-06
3410,-7.068404659360539e-07,-7.234192393477227e-07
3411,-2.4370721829480857e-08,-2.948405995157831e-08
3412,3.167476726850804e-06,3.1294234092213028e-06
3413,9.768878648508394e-06,9.679014683479826e-06
3414,4.064773240219921e-08,3.24698275654723e-08
3415,1.829913068296385e-08,-5.887469230854835e-09
3416,1.3633418827485588e-06,1.3526883809745431e-06
3417,-9.918071369907633e-06,-9.904093815907942e-06
3418,-6.555895016616131e-05,-6.347007667151645e-05
3419,-8.457006237527764e-07,-8.54360771201412e-07
3420,-7.290990272634801e-08,-8.528274228304063e-08
3421,-7.406512159136014e-08,-9.769078220046496e-08
3422,2.0951697488807985e-05,2.089297211334957e-05
3423,-3.007256448639417e-06,-3.003846860744758e-06
3424,1.3963373790559785e-08,-1.1311806895181797e-10
3425,-1.2839787564361549e-05,-1.2736940986645559e-05
3426,-2.570932008777449e-05,-2.5636126743373144e-05
3427,-1.1407601373331078e-05,-1.1197764536960417e-05
3428,8.820860227698457e-05,8.683018782213006e-05
3429,3.0617943705957273e-05,3.0537477916081285e-05
3430,-5.284379046843757e-06,-5.283752353472789e-06
3431,-2.8152505586132026e-05,-2.8103248083987267e-05
3432,2.8601283896811935e-07,2.6935566554168453e-07
3433,-3.4607641293982194e-05,-3.4537084292642966e-05
3434,1.7473334734674495e-07,1.5497833837192106e-07
3435,7.258096411666415e-07,7.074949899181465e-07
3436,-1.48150623716925e-05,-1.4655626228597222e-05
3437,-5.51166845108586e-07,-5.670128755637682e-07
3438,3.317645153316784e-05,3.301541812299928e-05
3439,-7.815556194085138e-06,-7.816565679194599e-06
3440,3.237253490118164e-05,3.228995953025029e-05
3441,-2.3903882415576838e-05,-2.373270992146169e-05
3442,-8.319924341221308e-06,-8.293176024234068e-06
3443,-8.834434371174371e-05,-8.803863841506514e-05
3444,1.7366543066194007e-05,1.7778340320115328e-05
3445,3.0157212318249194e-05,2.9946722304395827e-05
3446,1.185797082747797e-08,-7.873900964914234e-10
3447,0.0002679392978230388,0.00025051154729968027
3448,-5.022924817743579e-06,-5.014754867471129e-06
3449,-1.1700182211138443e-06,-1.1977940296944538e-06
3450,6.832373985743434e-06,6.802925558347246e-06
3451,2.0252083408167643e-05,2.0070743562526424e-05
3452,-3.242749774201581e-06,-3.199583042898196e-06
3453,-1.372776157193556e-07,-1.5692932255126396e-07
3454,2.5692684927747234e-05,2.5624952830017727e-05
3455,-6.110417965943249e-06,-6.0921153152897745e-06
3456,-6.565660777058113e-06,-6.6192207955705565e-06
3457,-2.2670360424359437e-05,-2.2540880274656486e-05
3458,-4.680063833695236e-08,-5.264476259521e-08
3459,-4.904608847411396e-05,-4.77227109062343e-05
3460,-3.1603886039843765e-06,-3.172710967684997e-06
3461,-1.0950115356123113e-05,-1.0919596356803878e-05
3462,-1.1224482235616673e-06,-1.1350143590791667e-06
3463,-6.59035861549917e-07,-6.653709422634199e-07
3464,1.227657964231188e-06,1.2106645642029905e-06
3465,2.9101296575129165e-05,2.8967524809374143e-05
3466,-5.015096067262359e-06,-5.054547181616095e-06
3467,-9.922731784045569e-06,-9.929156240162226e-06
3468,-4.260796157801172e-05,-4.2210147702268673e-05
3469,0.00010483851461345894,0.0001034971470055215
3470,3.606971613601129e-05,3.596620741503824e-05
3471,-4.016803496459387e-05,-3.9963727536469786e-05
3472,1.0231204761346202e-05,9.907715787475172e-06
3473,2.0861198980065554e-05,2.0820596639461744e-05
3474,4.733302437553988e-06,4.709361877322435e-06
3475,0.00022877223616518672,0.00022684905371983947
3476,-8.244228472703563e-06,-8.043649942834621e-06
3477,-2.117447439609066e-09,-1.0663077594602005e-08
3478,8.582376270771519e-08,6.808320356782861e-08
3479,-5.244563566542126e-06,-5.234348994566954e-06
