Index,Actual Robust Difference,Influence Robust Difference
0,5.476408804517632,5.379324501977255
1,3.4485841325131332,3.285734269885596
2,-3.085864259430309,-3.067760892805197
3,1.5574778575746677,1.5434776911768464
4,0.053194927337244735,0.05193297868230817
5,-0.760301250827979,-0.7838555384073663
6,0.05172752822909388,-0.029426746669175052
7,0.05932766191654082,0.06526897329355834
8,-0.35019316531725053,-0.35287355112191815
9,1.8695126636885107,1.7960323630935437
10,0.016474673755510594,0.003419401399937603
11,-0.09047794286925637,-0.09473642856484485
12,-0.4144025463692742,-0.5132359119944814
13,-11.511005199698047,-11.30273705331666
14,-1.2875352054961695,-1.2660667503801408
15,-2.511969731485806,-2.382180591104707
16,-0.0007688478581258096,-0.0032289803075529833
17,-0.1644310313731694,0.06658509049392686
18,-0.1058721350509586,-0.09912450772479706
19,-0.7247052407183219,-0.7512398028461588
20,-0.8080374945366202,-0.8396111180698518
21,-0.8714731721447606,-0.8592022593114709
22,-0.3000081452719314,-0.27681169510236536
23,0.4444273187109502,0.4598870880494437
24,-3.0984726512106135,-3.0682305316677065
25,-0.016327107019606046,-0.016626988502632997
26,-0.30950538193610555,-0.34364848055075053
27,-3.745262368872318,-3.7642114163984117
28,1.4971362941432744,1.4434694612765089
29,-0.26933879417811113,-0.2720279753821427
30,-8.747331988264705,-8.695317753295473
31,-2.5108919136000623,-2.512472390402788
32,1.3274644885550515,1.323703611817226
33,-0.038518425111760735,-0.04261131060473826
34,-0.25781880747490504,-0.2586010096758547
35,-0.2281082453300769,-0.24248589424138642
36,-1.6387841233899962,-1.634780697486097
37,0.34835653556365287,0.2995581830728404
38,-0.8465463344600721,-0.8191299036486543
39,-0.8947075193691489,-0.8894412752363394
40,-0.1476580363814719,-0.1529174688269781
41,-1.8284493372866564,-1.8683037824290818
42,27.05640035235774,27.121334576810707
43,-3.6288800549282314,-3.610238991791688
44,-2.9889677816508993,-2.926172882542971
45,16.777432504381068,16.920984616930816
46,0.07748933772927558,0.0676040296700037
47,5.800806167480914,5.721861333685158
48,-0.01814706573895819,-0.01949244141069432
49,-0.031830277585868316,-0.03270609048495176
50,-0.0003591363001760328,-0.009198272316279697
51,-7.662142657683944,-7.5344019807037395
52,0.2559282878628437,0.26733459381598823
53,-0.8850759557253696,-0.9545648462065464
54,-0.0014178475939843338,-0.002015434951621212
55,-2.8816066268300347,-2.8291413919604995
56,-0.4785753213973294,-0.4800371843608314
57,0.05517541939207149,0.043661864790130456
58,0.18002091831840517,0.1818224081897395
59,0.009833463804170606,-0.18518869359017182
60,1.5196091123389124,1.4837809037201968
61,-2.6109864383433887,-2.620711645375759
62,9.211079812003845,9.046111501556762
63,-5.554314379549396,-5.617521760254264
64,-0.4802333166499011,-0.5372803092500243
65,0.9907357998981752,0.969614548910928
66,-0.1587570537794818,-0.2816378443581306
67,0.9226923163851097,0.8691812905753299
68,-0.08628437496918195,-0.05697781202128879
69,-0.07280734885716811,-0.08202315706055485
70,-2.6475175415089325,-2.6511487412807204
71,0.06868703891541372,0.0686876671340572
72,-2.4371121125550417,-2.6215614143879904
73,1.8376624860611628,1.8568136924499181
74,1.2884847753011854,1.2487781352476852
75,-2.4842804687086755,-2.4531023812618846
76,2.852153525724134,2.773744719874704
77,-1.885279793564223,-1.8855605812153586
78,-1.0533145461404274,-1.0232459045531204
79,3.211064731793158,2.9194700687286383
80,17.784403997035042,16.26194253447054
81,1.6821269931824645,1.574087648087946
82,-0.10483932369788818,-0.1059704138816008
83,0.7197328311567617,0.7114785648445018
84,0.7464715661099035,0.7771706869124915
