util_influence,robust_influence
-0.019404621911525474,0.03667272395967341
0.01129275416078606,-0.008096499317078587
-0.01278487326307231,-0.2518531519650738
0.09053347412662227,-0.035756865890390274
0.008785498306897966,0.026152600161245793
0.01923715507658464,-0.3075899288068174
-0.0020710769579479443,2.390603923752444e-05
0.16066314821679434,-1.6452920564900757
0.09198473075506815,0.4810896343731835
-0.10812484430603274,0.18485478532316607
-0.03462515757600966,-0.0753246501139247
-0.2308332543574642,-3.8811144202998524
-0.06833888579221396,-0.4732582436203524
-0.16821733382778076,-0.263240210646196
-0.004683250886341359,-0.01984614775846919
-0.035831544867339006,0.43453754561769053
0.060435800390325804,-0.4767813170449393
0.031144127966409727,0.03468727077995204
0.02391379185230621,0.061406285771832214
-0.017975325656076523,0.5578043679099471
-0.014637123927864025,-0.31102917259537033
-0.023159301230834404,0.018295771452650288
0.06271602044163826,-0.11324373004939198
-0.017815560843440634,0.23537417209304817
0.06304639060759883,-0.13008378147116983
0.0003831997953765929,0.0334558753325835
-0.07599905254872717,0.23705559972819362
0.009054407133178833,-0.02032137988242956
-0.016262906947456433,-0.027174847785122355
-0.008236696186186753,-0.01360363906408646
0.02638410312507496,0.005034361485086731
0.11766021684074043,-0.2499646113409523
-0.1261955334512993,0.6688816960794886
0.013856630574126554,-0.004913419387326887
-0.01973405687782735,0.05688042584301294
0.05577513731084604,0.30877853051269655
0.19981356254559005,-0.9299891240247532
0.022434147197017286,-0.1430381708051096
0.012793666311494077,0.01192504538293187
0.0207919093872012,0.2561316707216697
-0.017273153761531268,-0.0443041649792848
0.004246822872274616,0.25733150523878373
0.04653650021833538,-0.28893985527852634
-0.01991855395247355,0.12613451885561078
-0.01865914810021001,-0.03838079997051365
-0.05225025691066189,0.18981514175619582
-0.02214863767583191,0.2723157078808838
0.14249499809344351,0.5571060856829217
0.012626641478072782,-0.34852517160424046
-0.02214159482027839,-0.028593975277895173
-0.06583351810773053,0.11621824176288241
0.15230625651064797,-0.6454960884824574
-0.027454506864185838,-0.07044519956495054
0.0047101852261210355,-0.051408254885908944
-0.00744705915616254,-0.1015830508618025
